source_event_id,substation_id,feature,event_value,true_negative_mean,true_negative_std,hard_normal_mean,positive_mean,z_vs_true_negative,abs_z_vs_true_negative,abs_diff_to_true_negative,abs_diff_to_positive,closer_group,rank_abs_z_within_event,is_top_deviation
33,3,p_return_gap__last_minus_first,-0.0549999999999997,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-0.1070473019783177,0.1070473019783177,0.8297950617283959,4.849404761904762,true_negative,11.0,False
33,3,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,2.5711226851851734,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,0.43322001014769956,0.43322001014769956,1.2037885884120325,6.888256879963258,true_negative,5.0,False
33,3,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-0.8965417667561391,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,-0.009626708668752246,0.009626708668752246,0.017515700779135,0.9398433951881717,true_negative,13.0,False
33,3,s_hc1_supply_temperature_error__last_minus_first,-1.75,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-0.27013087287719656,0.27013087287719656,1.5212037037037027,3.87,true_negative,9.0,False
33,3,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,2.540682870370361,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,0.393932659432639,0.393932659432639,1.2175817544009946,7.902483091718845,true_negative,8.0,False
35,11,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,2.240277777777779,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,0.2986574285206279,0.2986574285206279,0.6367711762688628,3.249182022084198,true_negative,11.0,False
35,11,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-2.7888888888888896,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,-0.47748986048881537,0.47748986048881537,0.8436454046639237,4.004637896825398,true_negative,7.0,False
35,11,outdoor_temperature__last_minus_first,-1.1499999999999986,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,0.40450371796212814,0.40450371796212814,1.3560185185185203,1.3380952380952364,positive,9.0,False
35,11,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,0.4854166666666657,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,0.06843889130277846,0.06843889130277846,0.16659259259259246,2.1266766591902453,true_negative,13.0,False
35,11,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,1.3045138888888914,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,0.3230890875109533,0.3230890875109533,0.5678062062144853,4.864591672277925,true_negative,10.0,False
35,11,p_net_meter_flow__last_1d_std_minus_prev_6d_std,28.419865577529883,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,0.42181418956032496,0.42181418956032496,41.3843686626994,159.99136143564868,true_negative,8.0,False
35,11,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,-1.8588992974238887,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,-1.2275522713133937,1.2275522713133937,2.5447788032705314,3.0937131723498807,true_negative,5.0,False
35,11,p_return_gap__last_1d_mean_minus_prev_6d_mean,3.12389653265678,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,1.657014883652852,1.657014883652852,3.038336106396557,0.6039110259998726,positive,3.0,True
35,11,p_return_gap__last_minus_first,10.566666666666674,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,1.2631955587243917,1.2631955587243917,9.791871604938278,5.772261904761911,positive,4.0,False
35,11,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,3.0975983796296305,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,0.622688333643451,0.622688333643451,1.7302642828564896,7.414732574407715,true_negative,6.0,False
35,11,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-0.3720893402099676,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,0.2786147259528266,0.2786147259528266,0.5069367257670365,1.4642958217343431,true_negative,12.0,False
35,11,s_hc1_supply_temperature_error__last_minus_first,-20.2,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-3.546427526934669,3.546427526934669,19.9712037037037,14.579999999999998,positive,2.0,True
35,11,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,12.410243055555554,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,3.5870998345544574,3.5870998345544574,11.087141939586187,17.77204327690404,true_negative,1.0,True
39,15,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,3.732638888888893,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,0.998602319996751,0.998602319996751,2.129132287379977,4.741543133195312,true_negative,5.0,False
39,15,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-2.276388888888892,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,-0.18742302417622822,0.18742302417622822,0.33114540466392617,3.4921378968254,true_negative,9.0,False
39,15,outdoor_temperature__last_minus_first,2.349999999999998,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,1.4485624778780317,1.4485624778780317,4.856018518518517,2.16190476190476,positive,3.0,True
39,15,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,0.2812500000000071,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,-0.015436028285160998,0.015436028285160998,0.037574074074066155,1.922509992523587,true_negative,13.0,False
39,15,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,0.3368634259259337,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,-0.22751656224511274,0.22751656224511274,0.3998442567484724,3.8969412093149676,true_negative,8.0,False
39,15,p_net_meter_flow__last_1d_std_minus_prev_6d_std,-51.61049009132039,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,-0.3939029690563142,0.3939029690563142,38.645987006150875,79.9610057667984,true_negative,7.0,False
39,15,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,0.4785879629629619,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,-0.09999344696045424,0.09999344696045424,0.2072915428836808,5.431200432736731,true_negative,12.0,False
39,15,p_return_gap__last_1d_mean_minus_prev_6d_mean,-0.141724537037037,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-0.12395421501300388,0.12395421501300388,0.2272849632972599,2.6617100436939443,true_negative,11.0,False
39,15,p_return_gap__last_minus_first,-7.400000000000006,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-1.0545853981836906,1.0545853981836906,8.174795061728402,12.194404761904767,true_negative,4.0,False
39,15,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,0.8937499999999972,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,-0.1704336701517445,0.1704336701517445,0.4735840967731437,5.210884194778082,true_negative,10.0,False
39,15,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-0.1214088652896343,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,0.4163898530477802,0.4163898530477802,0.7576172006873698,1.7149762966546764,true_negative,6.0,False
39,15,s_hc1_supply_temperature_error__last_minus_first,-13.54999999999999,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-2.3655401150386135,2.3655401150386135,13.321203703703693,7.92999999999999,positive,2.0,True
39,15,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,12.038541666666651,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,3.4668407093576885,3.4668407093576885,10.715440550697284,17.400341888015134,true_negative,1.0,True
48,11,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,3.34513888888889,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,0.8168576715818235,0.8168576715818235,1.7416322873799739,4.354043133195309,true_negative,5.0,False
48,11,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-2.8125000000000018,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,-0.4908533732728647,0.4908533732728647,0.8672565157750358,4.02824900793651,true_negative,8.0,False
48,11,outdoor_temperature__last_minus_first,-2.549999999999999,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,-0.01311978600423383,0.01311978600423383,0.04398148148148007,2.738095238095237,true_negative,13.0,False
48,11,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,-0.3659722222222115,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,-0.28132522915578084,0.28132522915578084,0.6847962962962848,1.2752877703013683,true_negative,10.0,False
48,11,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,-2.125636574074079,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,-1.6287109649973626,1.6287109649973626,2.862344256748485,1.4344412093149548,positive,2.0,True
48,11,p_net_meter_flow__last_1d_std_minus_prev_6d_std,16.0768922383836,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,0.29600723722401057,0.29600723722401057,29.041395323553118,147.6483880965024,true_negative,9.0,False
48,11,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,-3.545828874989482,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,-2.0412946020122416,2.0412946020122416,4.231708380836125,1.4067835947842875,positive,1.0,True
48,11,p_return_gap__last_1d_mean_minus_prev_6d_mean,1.3826469658614116,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,0.7073910279313986,0.7073910279313986,1.2970865396011886,1.1373385407954957,positive,7.0,False
48,11,p_return_gap__last_minus_first,-11.549999999999995,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-1.5899540978776707,1.5899540978776707,12.324795061728391,16.34440476190476,true_negative,3.0,True
48,11,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,1.8754050925925936,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,0.18284483179476455,0.18284483179476455,0.5080709958194527,6.192539287370678,true_negative,11.0,False
48,11,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,2.01306949348108,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,1.5895088494695064,1.5895088494695064,2.892095559458084,3.849454655425391,true_negative,4.0,False
48,11,s_hc1_supply_temperature_error__last_minus_first,-4.5,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-0.7584677725334593,0.7584677725334593,4.271203703703702,1.12,positive,6.0,False
48,11,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,1.2225694444444457,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,-0.032525708091366394,0.032525708091366394,0.10053167152492071,6.58436966579293,true_negative,12.0,False
68,13,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,-2.606944444444446,1.603506601508916,2.132112298103718,0.5812528935185182,-1.0089042443064187,-1.9747792129420672,1.9747792129420672,4.210451045953362,1.5980402001380274,positive,3.0,True
68,13,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,-2.34611111111111,-1.945243484224966,1.7668341769608846,-1.1472858796296301,1.2157490079365083,-0.22688469133853464,0.22688469133853464,0.4008676268861442,3.5618601190476182,true_negative,12.0,False
68,13,outdoor_temperature__last_minus_first,3.219999999999999,-2.506018518518519,3.3523017423673673,0.06250000000000011,0.18809523809523782,1.7080856553428425,1.7080856553428425,5.726018518518518,3.031904761904761,positive,6.0,False
68,13,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,2.7405555555555523,0.31882407407407326,2.4341801776942167,0.7327864583333334,-1.6412599925235798,0.9948858772547685,0.9948858772547685,2.421731481481479,4.381815548079132,true_negative,9.0,False
68,13,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,-3.1499537037036944,0.7367076826744061,1.7574292297793428,0.19940480324074228,-3.560077783389034,-2.2115606822279252,2.2115606822279252,3.8866613863781003,0.41012407968533937,positive,1.0,True
68,13,p_net_meter_flow__last_1d_std_minus_prev_6d_std,-221.30462024668748,-12.964503085169516,98.1104232312244,-54.17853889196506,-131.5714958581188,-2.123526841490702,2.123526841490702,208.34011716151795,89.73312438856868,positive,2.0,True
68,13,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,-0.7847222222222214,0.6858795058466427,2.0730512767067744,0.029524429114375916,-4.9526124697737695,-0.709389943506388,0.709389943506388,1.4706017280688641,4.167890247551548,true_negative,10.0,False
68,13,p_return_gap__last_1d_mean_minus_prev_6d_mean,-2.3652314814814828,0.08556042626022291,1.8336202869213905,0.10868746391197959,2.5199855066569072,-1.336586383354502,1.336586383354502,2.4507919077417055,4.8852169881383904,true_negative,7.0,False
68,13,p_return_gap__last_minus_first,-1.1999999999999955,0.7747950617283962,7.751667219940488,-0.5064583333333321,4.7944047619047625,-0.2547574612914759,0.2547574612914759,1.9747950617283916,5.994404761904758,true_negative,11.0,False
68,13,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,-4.055717592592593,1.3673340967731409,2.778700337506616,0.4883563126928987,-4.317134194778085,-1.9516504231010199,1.9516504231010199,5.423051689365734,0.26141660218549134,positive,4.0,False
68,13,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,-3.230576095123438,-0.8790260659770041,1.8194900647601377,-0.6497999893998069,-1.8363851619443108,-1.292422571956411,1.292422571956411,2.351550029146434,1.3941909331791273,positive,8.0,False
68,13,s_hc1_supply_temperature_error__last_minus_first,-0.7899999999999991,-0.2287962962962973,5.631358191313634,-6.071249999999997,-5.62,-0.09965690063355555,0.09965690063355555,0.5612037037037019,4.830000000000001,true_negative,13.0,False
68,13,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,-4.068217592592589,1.3231011159693664,3.090837292228106,3.5173236159336403,-5.361800221348484,-1.7442906885193852,1.7442906885193852,5.391318708561956,1.2935826287558951,positive,5.0,False
