label,policy,source_event_id,substation_id,window_start,window_end,window_days,sample_count,expected_sample_count,coverage_rate,disturbance_count,disturbance_types,anomaly_start_to_report_days,anomaly_duration_days,training_gap_to_report_days
normal,normal_1d,39,15,2018-09-30 00:00:00,2018-10-01 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,41,2,2016-09-16 00:00:00,2016-09-17 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,42,22,2019-11-01 00:00:00,2019-11-02 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,43,25,2020-04-05 00:00:00,2020-04-06 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,46,4,2018-06-19 00:00:00,2018-06-20 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,48,11,2016-09-30 00:00:00,2016-10-01 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,50,17,2016-11-09 00:00:00,2016-11-10 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,51,20,2020-04-01 00:00:00,2020-04-02 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,54,22,2020-03-14 00:00:00,2020-03-15 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,55,23,2017-10-06 00:00:00,2017-10-07 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,56,2,2018-11-29 00:00:00,2018-11-30 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,58,5,2018-02-28 00:00:00,2018-03-01 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,59,22,2019-01-31 00:00:00,2019-02-01 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,61,14,2019-12-05 00:00:00,2019-12-06 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,66,19,2017-06-14 00:00:00,2017-06-15 00:00:00,1.0,144,144.0,1.0,0,,,,
normal,normal_1d,68,13,2019-12-20 00:00:00,2019-12-21 00:00:00,1.0,144,144.0,1.0,0,,,,
efd_possible,report_pre_7d,1,10,2014-04-27 14:44:00,2014-05-04 14:44:00,7.0,1008,1008.0,1.0,1,activity:1,0.9472222222222222,1.5,14.0
efd_possible,report_pre_7d,3,12,2015-11-24 10:56:00,2015-12-01 10:56:00,7.0,1008,1008.0,1.0,0,,1.9555555555555555,2.9555555555555557,14.0
efd_possible,report_pre_7d,7,26,2020-06-06 10:38:00,2020-06-13 10:38:00,7.0,1008,1008.0,1.0,0,,0.9430555555555555,1.9430555555555555,14.0
efd_possible,report_pre_7d,10,30,2020-03-09 15:04:00,2020-03-16 15:04:00,7.0,1008,1008.0,1.0,0,,3.8361111111111112,10.156608796296297,14.0
efd_possible,report_pre_7d,15,29,2020-02-29 07:59:43,2020-03-07 07:59:43,7.0,1008,1008.0,1.0,0,,0.833136574074074,1.8331365740740742,14.0
efd_possible,report_pre_7d,20,11,2018-06-25 10:49:00,2018-07-02 10:49:00,7.0,730,1008.0,0.7242063492063492,0,,3.2423611111111112,3.5847685185185183,14.0
efd_possible,report_pre_7d,40,24,2016-03-31 07:47:00,2016-04-07 07:47:00,7.0,1003,1008.0,0.9950396825396826,3,"activity:2,fault:1",1.7826388888888889,2.782638888888889,14.0
efd_possible,report_pre_7d,44,8,2018-04-20 08:15:00,2018-04-27 08:15:00,7.0,1008,1008.0,1.0,0,,1.09375,4.156331018518519,14.0
efd_possible,report_pre_7d,47,28,2020-01-06 10:55:00,2020-01-13 10:55:00,7.0,1008,1008.0,1.0,0,,4.496527777777778,5.491342592592592,14.0
efd_possible,report_pre_7d,49,18,2019-04-27 07:19:00,2019-05-04 07:19:00,7.0,1005,1008.0,0.9970238095238095,0,,0.8465277777777778,1.8465277777777778,14.0
efd_possible,report_pre_7d,52,21,2016-12-05 15:55:00,2016-12-12 15:55:00,7.0,1008,1008.0,1.0,1,fault:1,0.8298611111111112,1.8298611111111112,14.0
efd_possible,report_pre_7d,53,13,2020-05-19 10:00:00,2020-05-26 10:00:00,7.0,1008,1008.0,1.0,0,,1.2916666666666667,2.6543171296296295,14.0
efd_possible,report_pre_7d,57,9,2020-02-17 21:13:00,2020-02-24 21:13:00,7.0,1008,1008.0,1.0,0,,0.14444444444444443,1.0185532407407407,14.0
efd_possible,report_pre_7d,64,6,2019-04-09 09:41:00,2019-04-16 09:41:00,7.0,1008,1008.0,1.0,0,,3.1534722222222222,4.201226851851852,14.0
efd_possible,report_pre_7d,67,7,2017-11-19 13:15:00,2017-11-26 13:15:00,7.0,1008,1008.0,1.0,0,,217.51041666666666,218.51041666666666,229.55208333333334
efd_possible,report_pre_3d,1,10,2014-05-01 14:44:00,2014-05-04 14:44:00,3.0,432,432.0,1.0,1,activity:1,0.9472222222222222,1.5,14.0
efd_possible,report_pre_3d,3,12,2015-11-28 10:56:00,2015-12-01 10:56:00,3.0,432,432.0,1.0,0,,1.9555555555555555,2.9555555555555557,14.0
efd_possible,report_pre_3d,7,26,2020-06-10 10:38:00,2020-06-13 10:38:00,3.0,432,432.0,1.0,0,,0.9430555555555555,1.9430555555555555,14.0
efd_possible,report_pre_3d,10,30,2020-03-13 15:04:00,2020-03-16 15:04:00,3.0,432,432.0,1.0,0,,3.8361111111111112,10.156608796296297,14.0
efd_possible,report_pre_3d,15,29,2020-03-04 07:59:43,2020-03-07 07:59:43,3.0,432,432.0,1.0,0,,0.833136574074074,1.8331365740740742,14.0
efd_possible,report_pre_3d,20,11,2018-06-29 10:49:00,2018-07-02 10:49:00,3.0,154,432.0,0.35648148148148145,0,,3.2423611111111112,3.5847685185185183,14.0
efd_possible,report_pre_3d,40,24,2016-04-04 07:47:00,2016-04-07 07:47:00,3.0,432,432.0,1.0,3,"activity:2,fault:1",1.7826388888888889,2.782638888888889,14.0
efd_possible,report_pre_3d,44,8,2018-04-24 08:15:00,2018-04-27 08:15:00,3.0,432,432.0,1.0,0,,1.09375,4.156331018518519,14.0
efd_possible,report_pre_3d,47,28,2020-01-10 10:55:00,2020-01-13 10:55:00,3.0,432,432.0,1.0,0,,4.496527777777778,5.491342592592592,14.0
efd_possible,report_pre_3d,49,18,2019-05-01 07:19:00,2019-05-04 07:19:00,3.0,429,432.0,0.9930555555555556,0,,0.8465277777777778,1.8465277777777778,14.0
efd_possible,report_pre_3d,52,21,2016-12-09 15:55:00,2016-12-12 15:55:00,3.0,432,432.0,1.0,0,,0.8298611111111112,1.8298611111111112,14.0
efd_possible,report_pre_3d,53,13,2020-05-23 10:00:00,2020-05-26 10:00:00,3.0,432,432.0,1.0,0,,1.2916666666666667,2.6543171296296295,14.0
efd_possible,report_pre_3d,57,9,2020-02-21 21:13:00,2020-02-24 21:13:00,3.0,432,432.0,1.0,0,,0.14444444444444443,1.0185532407407407,14.0
efd_possible,report_pre_3d,64,6,2019-04-13 09:41:00,2019-04-16 09:41:00,3.0,432,432.0,1.0,0,,3.1534722222222222,4.201226851851852,14.0
efd_possible,report_pre_3d,67,7,2017-11-23 13:15:00,2017-11-26 13:15:00,3.0,432,432.0,1.0,0,,217.51041666666666,218.51041666666666,229.55208333333334
efd_possible,report_pre_1d,1,10,2014-05-03 14:44:00,2014-05-04 14:44:00,1.0,144,144.0,1.0,1,activity:1,0.9472222222222222,1.5,14.0
efd_possible,report_pre_1d,3,12,2015-11-30 10:56:00,2015-12-01 10:56:00,1.0,144,144.0,1.0,0,,1.9555555555555555,2.9555555555555557,14.0
efd_possible,report_pre_1d,7,26,2020-06-12 10:38:00,2020-06-13 10:38:00,1.0,144,144.0,1.0,0,,0.9430555555555555,1.9430555555555555,14.0
efd_possible,report_pre_1d,10,30,2020-03-15 15:04:00,2020-03-16 15:04:00,1.0,144,144.0,1.0,0,,3.8361111111111112,10.156608796296297,14.0
efd_possible,report_pre_1d,15,29,2020-03-06 07:59:43,2020-03-07 07:59:43,1.0,144,144.0,1.0,0,,0.833136574074074,1.8331365740740742,14.0
efd_possible,report_pre_1d,20,11,2018-07-01 10:49:00,2018-07-02 10:49:00,1.0,14,144.0,0.09722222222222222,0,,3.2423611111111112,3.5847685185185183,14.0
efd_possible,report_pre_1d,40,24,2016-04-06 07:47:00,2016-04-07 07:47:00,1.0,144,144.0,1.0,1,activity:1,1.7826388888888889,2.782638888888889,14.0
efd_possible,report_pre_1d,44,8,2018-04-26 08:15:00,2018-04-27 08:15:00,1.0,144,144.0,1.0,0,,1.09375,4.156331018518519,14.0
efd_possible,report_pre_1d,47,28,2020-01-12 10:55:00,2020-01-13 10:55:00,1.0,144,144.0,1.0,0,,4.496527777777778,5.491342592592592,14.0
efd_possible,report_pre_1d,49,18,2019-05-03 07:19:00,2019-05-04 07:19:00,1.0,141,144.0,0.9791666666666666,0,,0.8465277777777778,1.8465277777777778,14.0
efd_possible,report_pre_1d,52,21,2016-12-11 15:55:00,2016-12-12 15:55:00,1.0,144,144.0,1.0,0,,0.8298611111111112,1.8298611111111112,14.0
efd_possible,report_pre_1d,53,13,2020-05-25 10:00:00,2020-05-26 10:00:00,1.0,144,144.0,1.0,0,,1.2916666666666667,2.6543171296296295,14.0
efd_possible,report_pre_1d,57,9,2020-02-23 21:13:00,2020-02-24 21:13:00,1.0,144,144.0,1.0,0,,0.14444444444444443,1.0185532407407407,14.0
efd_possible,report_pre_1d,64,6,2019-04-15 09:41:00,2019-04-16 09:41:00,1.0,144,144.0,1.0,0,,3.1534722222222222,4.201226851851852,14.0
efd_possible,report_pre_1d,67,7,2017-11-25 13:15:00,2017-11-26 13:15:00,1.0,144,144.0,1.0,0,,217.51041666666666,218.51041666666666,229.55208333333334
efd_possible,anomaly_start_plus_7d,1,10,2014-05-03 16:00:00,2014-05-10 16:00:00,7.0,1007,1008.0,0.9990079365079365,3,"activity:2,fault:1",0.9472222222222222,1.5,14.0
efd_possible,anomaly_start_plus_7d,3,12,2015-11-29 12:00:00,2015-12-06 12:00:00,7.0,1008,1008.0,1.0,1,fault:1,1.9555555555555555,2.9555555555555557,14.0
efd_possible,anomaly_start_plus_7d,7,26,2020-06-12 12:00:00,2020-06-19 12:00:00,7.0,1008,1008.0,1.0,1,fault:1,0.9430555555555555,1.9430555555555555,14.0
efd_possible,anomaly_start_plus_7d,10,30,2020-03-12 19:00:00,2020-03-19 19:00:00,7.0,1008,1008.0,1.0,1,fault:1,3.8361111111111112,10.156608796296297,14.0
efd_possible,anomaly_start_plus_7d,15,29,2020-03-06 12:00:00,2020-03-13 12:00:00,7.0,1008,1008.0,1.0,1,fault:1,0.833136574074074,1.8331365740740742,14.0
efd_possible,anomaly_start_plus_7d,20,11,2018-06-29 05:00:00,2018-07-06 05:00:00,7.0,730,1008.0,0.7242063492063492,2,"fault:1,task:1",3.2423611111111112,3.5847685185185183,14.0
efd_possible,anomaly_start_plus_7d,40,24,2016-04-05 13:00:00,2016-04-12 13:00:00,7.0,1008,1008.0,1.0,2,"activity:1,fault:1",1.7826388888888889,2.782638888888889,14.0
efd_possible,anomaly_start_plus_7d,44,8,2018-04-26 06:00:00,2018-05-03 06:00:00,7.0,1008,1008.0,1.0,2,"fault:1,task:1",1.09375,4.156331018518519,14.0
efd_possible,anomaly_start_plus_7d,47,28,2020-01-08 23:00:00,2020-01-15 23:00:00,7.0,1008,1008.0,1.0,2,"fault:1,task:1",4.496527777777778,5.491342592592592,14.0
efd_possible,anomaly_start_plus_7d,49,18,2019-05-03 11:00:00,2019-05-10 11:00:00,7.0,1005,1008.0,0.9970238095238095,1,fault:1,0.8465277777777778,1.8465277777777778,14.0
efd_possible,anomaly_start_plus_7d,52,21,2016-12-11 20:00:00,2016-12-18 20:00:00,7.0,1008,1008.0,1.0,1,fault:1,0.8298611111111112,1.8298611111111112,14.0
efd_possible,anomaly_start_plus_7d,53,13,2020-05-25 03:00:00,2020-06-01 03:00:00,7.0,1008,1008.0,1.0,2,"fault:1,task:1",1.2916666666666667,2.6543171296296295,14.0
efd_possible,anomaly_start_plus_7d,57,9,2020-02-24 17:45:00,2020-03-02 17:45:00,7.0,1008,1008.0,1.0,2,"fault:1,task:1",0.14444444444444443,1.0185532407407407,14.0
efd_possible,anomaly_start_plus_7d,64,6,2019-04-13 06:00:00,2019-04-20 06:00:00,7.0,1008,1008.0,1.0,2,"fault:1,task:1",3.1534722222222222,4.201226851851852,14.0
efd_possible,anomaly_start_plus_7d,67,7,2017-04-23 01:00:00,2017-04-30 01:00:00,7.0,1008,1008.0,1.0,0,,217.51041666666666,218.51041666666666,229.55208333333334
efd_possible,anomaly_start_pre_7d,1,10,2014-04-26 16:00:00,2014-05-03 16:00:00,7.0,1008,1008.0,1.0,0,,0.9472222222222222,1.5,14.0
efd_possible,anomaly_start_pre_7d,3,12,2015-11-22 12:00:00,2015-11-29 12:00:00,7.0,1008,1008.0,1.0,0,,1.9555555555555555,2.9555555555555557,14.0
efd_possible,anomaly_start_pre_7d,7,26,2020-06-05 12:00:00,2020-06-12 12:00:00,7.0,1008,1008.0,1.0,0,,0.9430555555555555,1.9430555555555555,14.0
efd_possible,anomaly_start_pre_7d,10,30,2020-03-05 19:00:00,2020-03-12 19:00:00,7.0,1008,1008.0,1.0,0,,3.8361111111111112,10.156608796296297,14.0
efd_possible,anomaly_start_pre_7d,15,29,2020-02-28 12:00:00,2020-03-06 12:00:00,7.0,1008,1008.0,1.0,0,,0.833136574074074,1.8331365740740742,14.0
efd_possible,anomaly_start_pre_7d,20,11,2018-06-22 05:00:00,2018-06-29 05:00:00,7.0,1008,1008.0,1.0,0,,3.2423611111111112,3.5847685185185183,14.0
efd_possible,anomaly_start_pre_7d,40,24,2016-03-29 13:00:00,2016-04-05 13:00:00,7.0,1003,1008.0,0.9950396825396826,2,"activity:1,fault:1",1.7826388888888889,2.782638888888889,14.0
efd_possible,anomaly_start_pre_7d,44,8,2018-04-19 06:00:00,2018-04-26 06:00:00,7.0,1008,1008.0,1.0,0,,1.09375,4.156331018518519,14.0
efd_possible,anomaly_start_pre_7d,47,28,2020-01-01 23:00:00,2020-01-08 23:00:00,7.0,1008,1008.0,1.0,0,,4.496527777777778,5.491342592592592,14.0
efd_possible,anomaly_start_pre_7d,49,18,2019-04-26 11:00:00,2019-05-03 11:00:00,7.0,1008,1008.0,1.0,0,,0.8465277777777778,1.8465277777777778,14.0
efd_possible,anomaly_start_pre_7d,52,21,2016-12-04 20:00:00,2016-12-11 20:00:00,7.0,1008,1008.0,1.0,1,fault:1,0.8298611111111112,1.8298611111111112,14.0
efd_possible,anomaly_start_pre_7d,53,13,2020-05-18 03:00:00,2020-05-25 03:00:00,7.0,1008,1008.0,1.0,0,,1.2916666666666667,2.6543171296296295,14.0
efd_possible,anomaly_start_pre_7d,57,9,2020-02-17 17:45:00,2020-02-24 17:45:00,7.0,1008,1008.0,1.0,0,,0.14444444444444443,1.0185532407407407,14.0
efd_possible,anomaly_start_pre_7d,64,6,2019-04-06 06:00:00,2019-04-13 06:00:00,7.0,1008,1008.0,1.0,0,,3.1534722222222222,4.201226851851852,14.0
efd_possible,anomaly_start_pre_7d,67,7,2017-04-16 01:00:00,2017-04-23 01:00:00,7.0,1008,1008.0,1.0,0,,217.51041666666666,218.51041666666666,229.55208333333334
efd_possible,anomaly_original,1,10,2014-05-03 16:00:00,2014-05-05 04:00:00,1.5,215,216.0,0.9953703703703703,3,"activity:2,fault:1",0.9472222222222222,1.5,14.0
efd_possible,anomaly_original,3,12,2015-11-29 12:00:00,2015-12-02 10:56:00,2.9555555555555557,426,425.6,1.00093984962406,1,fault:1,1.9555555555555555,2.9555555555555557,14.0
efd_possible,anomaly_original,7,26,2020-06-12 12:00:00,2020-06-14 10:38:00,1.9430555555555555,280,279.8,1.0007147962830594,1,fault:1,0.9430555555555555,1.9430555555555555,14.0
efd_possible,anomaly_original,10,30,2020-03-12 19:00:00,2020-03-22 22:45:31,10.156608796296297,1463,1462.5516666666667,1.000306541877153,2,"fault:1,task:1",3.8361111111111112,10.156608796296297,14.0
efd_possible,anomaly_original,15,29,2020-03-06 12:00:00,2020-03-08 07:59:43,1.8331365740740742,264,263.9716666666667,1.0001073347518357,1,fault:1,0.833136574074074,1.8331365740740742,14.0
efd_possible,anomaly_original,20,11,2018-06-29 05:00:00,2018-07-02 19:02:04,3.5847685185185183,239,516.2066666666667,0.46299285815758545,2,"fault:1,task:1",3.2423611111111112,3.5847685185185183,14.0
efd_possible,anomaly_original,40,24,2016-04-05 13:00:00,2016-04-08 07:47:00,2.782638888888889,401,400.7,1.0007486897928626,2,"activity:1,fault:1",1.7826388888888889,2.782638888888889,14.0
efd_possible,anomaly_original,44,8,2018-04-26 06:00:00,2018-04-30 09:45:07,4.156331018518519,599,598.5116666666667,1.0008159128059324,2,"fault:1,task:1",1.09375,4.156331018518519,14.0
efd_possible,anomaly_original,47,28,2020-01-08 23:00:00,2020-01-14 10:47:32,5.491342592592592,791,790.7533333333333,1.000311938826267,2,"fault:1,task:1",4.496527777777778,5.491342592592592,14.0
