event_id,substation_id,fault_label,problem_en,efd_possible,monitoring_potential,report_date,first_crossing_lead_time_hours,stable_crossing_lead_time_hours,d0_probability,d0_prediction,min_coverage_rate,low_coverage_window_count,event20_low_coverage_flag,event67_long_anomaly_flag,unknown_fault_label_flag,training_end_missing_flag,fault_group,group_weight,rows,mean_monitoring_potential,risk_probability,leadtime_urgency,priority_score,priority_tier,priority_formula,leadtime_label,leadtime_confidence,operational_meaning,special_review_event_flag,long_leadtime_group_flag,scenario,w_risk,w_leadtime,w_group,scenario_score,scenario_tier,scenario_rank,baseline_rank,baseline_score,rank_change_from_baseline,abs_rank_change_from_baseline,score_change_from_baseline
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,168.0,0.0,0.9734807690539088,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9734807690539088,1.0,91.3669742128586,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,91.3669742128586,high,11,11,91.3669742128586,0,0,0.0
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,168.0,0.0,0.9515417680716608,1,1.0,0,False,True,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9515417680716608,1.0,91.0482014992605,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,True,True,baseline_28,0.55,0.3,0.15,91.0482014992605,high,12,12,91.0482014992605,0,0,0.0
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,168.0,0.0,0.933219476598265,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.933219476598265,1.0,90.8677095107769,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,baseline_28,0.55,0.3,0.15,90.8677095107769,high,13,13,90.8677095107769,0,0,0.0
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,168.0,0.0,0.957392448736166,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.957392448736166,1.0,90.48211659538276,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,90.48211659538275,high,14,14,90.48211659538275,0,0,0.0
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,168.0,0.0,0.7913210418417054,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7913210418417054,1.0,88.52265730129379,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,88.52265730129379,high,15,15,88.52265730129379,0,0,0.0
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,72.0,0.0,0.8914341700899385,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.8914341700899385,1.0,86.85441126984024,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,86.85441126984024,high,16,16,86.85441126984024,0,0,0.0
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,168.0,0.0,0.7571231753353214,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7571231753353214,1.0,86.64177464344269,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,86.64177464344269,high,17,17,86.64177464344269,0,0,0.0
6,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2016-12-06 13:12:00,120.0,0.0,0.7491923592094238,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7491923592094238,1.0,86.20557975651832,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,86.20557975651832,high,18,18,86.20557975651832,0,0,0.0
69,26,unknown,no heat,True,,2020-03-10 15:49:00,168.0,0.0,0.987606200339629,1,1.0,0,False,False,True,True,unknown_review,0.0999999999999999,2,,0.987606200339629,1.0,85.81834101867959,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,baseline_28,0.55,0.3,0.15,85.81834101867959,high,19,19,85.81834101867959,0,0,0.0
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,168.0,0.0,0.8446260072854247,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.8446260072854247,1.0,83.11506869857071,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,83.1150686985707,high,20,20,83.1150686985707,0,0,0.0
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,72.0,72.0,0.9464888595488308,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9464888595488308,0.7,82.59752557305802,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,baseline_28,0.55,0.3,0.15,82.59752557305802,high,21,21,82.59752557305802,0,0,0.0
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,168.0,0.0,0.6798085866224269,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.6798085866224269,1.0,76.93011056210582,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,baseline_28,0.55,0.3,0.15,76.93011056210582,medium,22,22,76.93011056210582,0,0,0.0
1,10,Motorised control valve (primary side): Actuator defective,no DHW,True,3.4,2014-05-04 14:44:00,168.0,168.0,0.9997628138313356,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9997628138313356,0.4,75.7003590160426,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,75.70035901604261,medium,23,23,75.70035901604261,0,0,0.0
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,168.0,168.0,0.9999996076326736,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9999996076326736,0.4,73.6606167176694,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,73.66061671766938,medium,24,24,73.66061671766938,0,0,0.0
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,168.0,168.0,0.9048528227271138,1,0.9950396825396826,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9048528227271138,0.4,68.4275435478636,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,68.4275435478636,medium,25,25,68.4275435478636,0,0,0.0
63,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-03-26 07:15:00,168.0,,0.56641143681874,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.56641143681874,0.0,46.1526290250307,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,46.1526290250307,monitor,26,26,46.1526290250307,0,0,0.0
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,168.0,,0.5388076120923525,0,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.5388076120923525,0.0,39.17505696295173,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,baseline_28,0.55,0.3,0.15,39.17505696295173,monitor,27,27,39.17505696295173,0,0,0.0
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,,,0.424850296100838,0,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.424850296100838,0.0,38.36676628554609,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,baseline_28,0.55,0.3,0.15,38.36676628554609,monitor,28,28,38.36676628554609,0,0,0.0
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,72.0,,0.5164229643582501,0,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.5164229643582501,0.0,35.0639013375761,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,35.0639013375761,monitor,29,29,35.0639013375761,0,0,0.0
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,168.0,,0.3455281549894983,0,0.7242063492063492,3,True,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.3455281549894983,0.0,25.664686822294748,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,True,True,baseline_28,0.55,0.3,0.15,25.664686822294748,monitor,30,30,25.664686822294748,0,0,0.0
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,168.0,,0.3028906322861625,0,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.3028906322861625,0.0,25.37238903105809,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,25.372389031058084,monitor,31,31,25.372389031058084,0,0,0.0
34,20,unknown,other,True,,2017-06-07 07:34:00,24.0,,0.3919564740087022,0,1.0,0,False,False,True,False,unknown_review,0.0999999999999999,2,,0.3919564740087022,0.0,23.057606070478627,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,baseline_28,0.55,0.3,0.15,23.057606070478624,monitor,32,32,23.057606070478624,0,0,0.0
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,168.0,,2.2951929207164804e-06,0,1.0,0,False,False,False,True,valve_actuator,0.5808936170212766,5,3.24,2.2951929207164804e-06,0.0,8.713530490929788,monitor,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,baseline_28,0.55,0.3,0.15,8.713530490929788,monitor,33,33,8.713530490929788,0,0,0.0
3,12,Control unit: Incorrect parameterisation,no heat,True,4.0,2015-12-01 10:56:00,168.0,0.0,0.9854038165062012,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9854038165062012,1.0,99.19720990784108,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,98.97826715543408,high,1,1,99.19720990784107,0,0,-0.21894275240698846
49,18,Control unit: Incorrect parameterisation,no DHW,True,4.0,2019-05-04 07:19:00,0.0,0.0,0.9607645319901588,1,0.9970238095238096,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.9607645319901588,1.0,97.84204925945876,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,97.25351723931112,high,2,2,97.84204925945873,0,0,-0.5885320201476105
7,26,Incorrect setting of the differential pressure regulator,no DHW,True,3.1,2020-06-13 10:38:00,168.0,0.0,0.9999942585433894,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9999942585433894,1.0,92.82521613478004,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,95.216619374633,high,3,8,92.82521613478004,-5,5,2.3914032398529628
5,11,Failure of the heating circuit pump,no heat,True,3.8,2018-11-23 08:30:00,24.0,24.0,0.9836120351232626,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9836120351232626,1.0,93.63930022965178,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,risk_heavy,0.7,0.2,0.1,95.21326799054326,high,4,5,93.63930022965178,-1,1,1.5739677608914775
53,13,Shut-off valve closed,no DHW,True,2.8,2020-05-26 10:00:00,168.0,0.0,0.991303246323025,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.991303246323025,1.0,93.23508280308552,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,95.20016341282451,high,5,6,93.23508280308552,-1,1,1.9650806097389903
60,4,Control unit: Incorrect parameterisation,no heat,False,4.0,2015-03-18 18:54:00,72.0,0.0,0.9113455182824092,1,1.0,0,False,False,False,True,control_controller,1.0,12,3.9166666666666665,0.9113455182824092,1.0,95.1240035055325,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,93.79418627976864,high,6,3,95.1240035055325,3,3,-1.3298172257638612
57,9,Differential pressure regulator defective,no heat,True,3.2,2020-02-24 21:13:00,168.0,0.0,0.9734807690539088,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.9734807690539088,1.0,91.3669742128586,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,93.36067511036936,high,7,11,91.3669742128586,-4,4,1.993700897510763
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,72.0,0.0,0.8988810889643669,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8988810889643669,1.0,94.4384598930402,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,92.92167622750569,high,8,4,94.43845989304019,4,4,-1.5167836655345042
67,7,Motorised control valve (primary side) defective,no DHW,True,3.4,2017-11-26 13:15:00,168.0,0.0,0.9515417680716608,1,1.0,0,False,True,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9515417680716608,1.0,91.0482014992605,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,True,True,risk_heavy,0.7,0.2,0.1,92.41685993522901,high,9,12,91.0482014992605,-3,3,1.3686584359685128
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,168.0,0.0,0.957392448736166,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.957392448736166,1.0,90.48211659538276,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,92.23449268812736,high,10,14,90.48211659538275,-4,4,1.752376092744612
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,168.0,0.0,0.933219476598265,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.933219476598265,1.0,90.8677095107769,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,risk_heavy,0.7,0.2,0.1,91.68578889379344,high,11,13,90.8677095107769,-2,2,0.8180793830165385
62,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-01-21 08:17:00,24.0,0.0,0.8765293531986366,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8765293531986366,1.0,93.20911442592502,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,91.35705472390455,high,12,7,93.20911442592502,5,5,-1.852059702020469
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,168.0,0.0,0.8608889625407858,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8608889625407858,1.0,92.34889293974324,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,90.262227377855,high,13,9,92.34889293974324,4,4,-2.086665561888239
69,26,unknown,no heat,True,,2020-03-10 15:49:00,168.0,0.0,0.987606200339629,1,1.0,0,False,False,True,True,unknown_review,0.0999999999999999,2,,0.987606200339629,1.0,85.81834101867959,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),review_only,review,manual_review_only,True,False,risk_heavy,0.7,0.2,0.1,90.13243402377402,high,14,19,85.81834101867959,-5,5,4.314093005094435
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,12.0,12.0,0.8587727921959915,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.8587727921959915,1.0,92.23250357077951,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,90.11409545371939,high,15,10,92.23250357077953,5,5,-2.1184081170601416
64,6,Differential pressure regulator defective,other,True,3.2,2019-04-16 09:41:00,72.0,0.0,0.8914341700899385,1,1.0,0,False,False,False,False,pressure_regulator,0.5217021276595746,4,3.1500000000000004,0.8914341700899385,1.0,86.85441126984024,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,87.61741318289144,high,16,16,86.85441126984024,0,0,0.7630019130511982
47,28,Failure of the heating circuit pump,no heat,True,3.8,2020-01-13 10:55:00,72.0,72.0,0.9464888595488308,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.9464888595488308,0.7,82.59752557305802,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,risk_heavy,0.7,0.2,0.1,86.61464570033304,high,17,21,82.59752557305802,-4,4,4.017120127275021
52,21,Control unit: Incorrect parameterisation,no heat,True,4.0,2016-12-12 15:55:00,168.0,0.0,0.7913210418417054,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7913210418417054,1.0,88.52265730129379,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,85.39247292891937,high,18,15,88.52265730129379,3,3,-3.1301843723744156
1,10,Motorised control valve (primary side): Actuator defective,no DHW,True,3.4,2014-05-04 14:44:00,168.0,168.0,0.9997628138313356,1,1.0,0,False,False,False,False,valve_actuator,0.5808936170212766,5,3.24,0.9997628138313356,0.4,75.7003590160426,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,medium,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,83.79233313840626,high,19,23,75.70035901604261,-4,4,8.091974122363652
65,11,Leakage,leakage,True,1.75,2019-01-14 11:58:00,168.0,0.0,0.8446260072854247,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.8446260072854247,1.0,83.11506869857071,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,83.56424604189462,high,20,20,83.1150686985707,0,0,0.44917734332392456
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,168.0,0.0,0.7571231753353214,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7571231753353214,1.0,86.64177464344269,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,82.99862227347249,high,21,17,86.64177464344269,4,4,-3.6431523699701955
6,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2016-12-06 13:12:00,120.0,0.0,0.7491923592094238,1,1.0,0,False,False,False,False,control_controller,1.0,12,3.9166666666666665,0.7491923592094238,1.0,86.20557975651832,high,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),report_time_only,high,same_day_fault_signal,False,False,risk_heavy,0.7,0.2,0.1,82.44346514465967,high,22,18,86.20557975651832,4,4,-3.7621146118586495
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,168.0,168.0,0.9999996076326736,1,1.0,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9999996076326736,0.4,73.6606167176694,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,82.44039806620204,high,23,24,73.66061671766938,-1,1,8.779781348532651
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,168.0,168.0,0.9048528227271138,1,0.9950396825396826,0,False,False,False,False,leakage_water_loss,0.4440425531914893,5,1.9,0.9048528227271138,0.4,68.4275435478636,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),early_stable,high,days_before_warning_candidate,False,True,risk_heavy,0.7,0.2,0.1,75.78012312281285,medium,24,25,68.4275435478636,-1,1,7.352579574949246
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,168.0,0.0,0.6798085866224269,1,1.0,0,False,False,False,False,pump_failure,0.6360425531914894,5,3.78,0.6798085866224269,1.0,76.93011056210582,medium,100*(0.55*risk_probability+0.30*leadtime_urgency+0.15*group_weight),short_stable,high,short_leadtime_warning_candidate,False,False,risk_heavy,0.7,0.2,0.1,73.94702659548477,medium,25,22,76.93011056210582,3,3,-2.9830839666210522
