source_id,final_class,source_event_id,fault_event_id,disturbance_row_id,substation_id,window_start,window_end,coverage_rate,hard_normal_tag,fault_probability,fault_gate_on,fault_near_threshold,fault_y_true,task_probability,task_gate_on,task_near_threshold,task_y_true,activity_probability,activity_gate_on,activity_near_threshold,activity_y_true,primary_state,secondary_tags,review_flag,review_reasons,why_reason,fault_event_id_str,risk_probability,priority_score,priority_tier,fault_group,leadtime_urgency,group_weight
disturbance_0023,fault,,,23.0,7,2015-04-03 14:18:00,2015-04-10 14:18:00,0.9950396825396826,,0.7679607311947431,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0024_activity_pre_1d,activity,,,24.0,7,2015-10-04 00:00:00,2015-10-05 00:00:00,1.0,,,0,False,,,0,False,,0.9799432257082992,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0025_activity_pre_1d,activity,,,25.0,7,2015-11-11 00:00:00,2015-11-12 00:00:00,1.0,,,0,False,,,0,False,,0.8919637689266809,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0026_activity_pre_1d,activity,,,26.0,7,2015-12-14 00:00:00,2015-12-15 00:00:00,1.0,,,0,False,,,0,False,,0.9540606190233554,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0028,fault,,,28.0,7,2015-12-17 05:00:00,2015-12-24 05:00:00,1.0,,0.52774396415489,1,True,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0029_activity_pre_1d,activity,,,29.0,7,2016-01-31 00:00:00,2016-02-01 00:00:00,1.0,,,0,False,,,0,False,,0.9472375803874366,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0030,fault,,,30.0,7,2016-02-07 09:48:00,2016-02-14 09:48:00,1.0,,0.5776904301234644,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0031,fault,67.0,67.0,31.0,7,2017-11-19 13:15:00,2017-11-26 13:15:00,1.0,,0.5267629406050824,1,True,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,67,0.9515417680716608,91.0482014992605,high,valve_actuator,1.0,0.5808936170212766
disturbance_0032_task_post_1d,task,,,32.0,7,2017-12-08 10:17:10,2017-12-09 10:17:10,1.0,,,0,False,,0.964283918710076,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0034_task_post_1d,task,,,34.0,7,2019-01-10 06:13:18,2019-01-11 06:13:18,1.0,,,0,False,,0.9874601219870855,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0035,fault,,,35.0,7,2019-12-13 18:20:00,2019-12-20 18:20:00,1.0,,0.6325354942210869,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0036_activity_pre_1d,activity,,,36.0,8,2015-09-23 00:00:00,2015-09-24 00:00:00,1.0,,,0,False,,,0,False,,0.9571669973673756,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0038,fault,44.0,44.0,38.0,8,2018-04-20 08:15:00,2018-04-27 08:15:00,1.0,,0.8287228034372107,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,44,0.8587727921959915,92.23250357077951,high,control_controller,1.0,1.0
disturbance_0039_task_post_1d,task,,,39.0,8,2018-04-30 05:45:07,2018-05-01 05:45:07,1.0,,,0,False,,0.9649636888009429,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0040_activity_pre_1d,activity,,,40.0,9,2015-02-24 00:00:00,2015-02-25 00:00:00,1.0,,,0,False,,,0,False,,0.9846498847636604,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0041,fault,57.0,57.0,41.0,9,2020-02-17 21:13:00,2020-02-24 21:13:00,1.0,,0.3719804786653607,0,False,1.0,,0,False,,,0,False,,normal,,False,,no gate crossed threshold,57,,,,,,
disturbance_0042_task_post_1d,task,,,42.0,9,2020-02-25 14:11:43,2020-02-26 14:11:43,1.0,,,0,False,,0.9858786759924006,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0044_activity_pre_1d,activity,,,44.0,10,2013-08-01 00:00:00,2013-08-02 00:00:00,1.0,,,0,False,,,0,False,,0.942038967722332,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0045_activity_pre_1d,activity,,,45.0,10,2014-05-03 00:00:00,2014-05-04 00:00:00,1.0,,,0,False,,,0,False,,0.9146171554885064,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0047_activity_pre_1d,activity,,,47.0,10,2014-05-04 00:00:00,2014-05-05 00:00:00,0.9930555555555556,,,0,False,,,0,False,,0.9646861607581514,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0049_activity_pre_1d,activity,,,49.0,11,2014-06-22 00:00:00,2014-06-23 00:00:00,1.0,,,0,False,,,0,False,,0.9884966472573063,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0050_activity_pre_1d,activity,,,50.0,11,2015-12-06 00:00:00,2015-12-07 00:00:00,1.0,,,0,False,,,0,False,,0.9896077583684176,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0052_task_post_1d,task,,,52.0,11,2018-07-02 15:02:04,2018-07-03 15:02:04,1.0,,,0,False,,0.9861544868242972,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0053,fault,5.0,5.0,53.0,11,2018-11-16 08:30:00,2018-11-23 08:30:00,1.0,,0.7076532312545076,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,5,0.9836120351232626,93.63930022965178,high,pump_failure,1.0,0.6360425531914894
disturbance_0054_task_post_1d,task,,,54.0,11,2018-11-26 05:56:59,2018-11-27 05:56:59,1.0,,,0,False,,0.9796211534909638,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0055,fault,65.0,65.0,55.0,11,2019-01-07 11:58:00,2019-01-14 11:58:00,1.0,,0.6061307619269864,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,65,0.8446260072854247,83.11506869857071,high,leakage_water_loss,1.0,0.4440425531914893
disturbance_0056_task_post_1d,task,,,56.0,11,2019-01-14 16:29:40,2019-01-15 16:29:40,1.0,,,0,False,,0.9821720609811774,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0057_activity_pre_1d,activity,,,57.0,12,2014-10-20 00:00:00,2014-10-21 00:00:00,1.0,,,0,False,,,0,False,,0.9322036908898572,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0058_activity_pre_1d,activity,,,58.0,12,2015-07-07 00:00:00,2015-07-08 00:00:00,1.0,,,0,False,,,0,False,,0.9872169729035674,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0059,fault,3.0,3.0,59.0,12,2015-11-24 10:56:00,2015-12-01 10:56:00,1.0,,0.8588261948444582,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,3,0.9854038165062012,99.19720990784108,high,control_controller,1.0,1.0
disturbance_0060_activity_pre_1d,activity,,,60.0,12,2017-04-02 00:00:00,2017-04-03 00:00:00,0.9652777777777778,,,0,False,,,0,False,,0.9818062925023744,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0061_activity_pre_1d,activity,,,61.0,13,2015-03-17 00:00:00,2015-03-18 00:00:00,1.0,,,0,False,,,0,False,,0.9722122665776703,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0062,fault,24.0,24.0,62.0,13,2016-07-13 15:17:00,2016-07-20 15:17:00,1.0,,0.780848382602519,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,24,0.933219476598265,90.8677095107769,high,pump_failure,1.0,0.6360425531914894
disturbance_0063_activity_pre_1d,activity,,,63.0,13,2016-07-21 00:00:00,2016-07-22 00:00:00,1.0,,,0,False,,,0,False,,0.9765737334843174,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0064_activity_pre_1d,activity,,,64.0,13,2017-03-13 00:00:00,2017-03-14 00:00:00,1.0,,,0,False,,,0,False,,0.9701971986109892,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0065,fault,53.0,53.0,65.0,13,2020-05-19 10:00:00,2020-05-26 10:00:00,1.0,,0.7351670659862737,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,53,0.991303246323025,93.23508280308552,high,valve_actuator,1.0,0.5808936170212766
disturbance_0066_task_post_1d,task,,,66.0,13,2020-05-27 14:42:13,2020-05-28 14:42:13,1.0,,,0,False,,0.9432571425151172,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0071_activity_pre_1d,activity,,,71.0,14,2016-07-21 00:00:00,2016-07-22 00:00:00,1.0,,,0,False,,,0,False,,0.9754698461422214,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0072_activity_pre_1d,activity,,,72.0,14,2017-03-13 00:00:00,2017-03-14 00:00:00,1.0,,,0,False,,,0,False,,0.935779448465615,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0073_task_post_1d,task,,,73.0,14,2018-05-11 13:59:12,2018-05-12 13:59:12,1.0,,,0,False,,0.9771598147287814,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0074,fault,,,74.0,14,2018-09-23 12:41:00,2018-09-30 12:41:00,1.0,,0.712474919206007,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0075_task_post_1d,task,,,75.0,14,2018-10-01 09:58:24,2018-10-02 09:58:24,1.0,,,0,False,,0.9487721283410954,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0076_activity_pre_1d,activity,,,76.0,15,2017-01-25 00:00:00,2017-01-26 00:00:00,1.0,,,0,False,,,0,False,,0.953932751158694,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0077_activity_pre_1d,activity,,,77.0,15,2017-04-02 00:00:00,2017-04-03 00:00:00,0.9652777777777778,,,0,False,,,0,False,,0.9618905979298648,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0080,fault,,,80.0,16,2017-07-24 13:39:00,2017-07-31 13:39:00,1.0,,0.6047294673627818,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0081_task_post_1d,task,,,81.0,16,2017-07-31 17:35:18,2017-08-01 17:35:18,1.0,,,0,False,,0.9870403628788286,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0082_activity_pre_1d,activity,,,82.0,17,2015-11-30 00:00:00,2015-12-01 00:00:00,1.0,,,0,False,,,0,False,,0.9340370242231906,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0083_activity_pre_1d,activity,,,83.0,17,2015-12-01 00:00:00,2015-12-02 00:00:00,1.0,,,0,False,,,0,False,,0.9778960884739872,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0084,fault,29.0,29.0,84.0,17,2019-01-02 14:18:00,2019-01-09 14:18:00,1.0,,0.7480423186324401,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,29,0.3028906322861625,25.37238903105809,monitor,valve_actuator,0.0,0.5808936170212766
disturbance_0085_task_post_1d,task,,,85.0,17,2019-01-12 11:20:31,2019-01-13 11:20:31,1.0,,,0,False,,0.9581184507057048,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0086_task_post_1d,task,,,86.0,17,2019-01-12 11:20:32,2019-01-13 11:20:32,1.0,,,0,False,,0.9581184507057048,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0087_task_post_1d,task,,,87.0,17,2019-01-12 11:20:33,2019-01-13 11:20:33,1.0,,,0,False,,0.9581184507057048,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0088_activity_pre_1d,activity,,,88.0,18,2014-03-31 00:00:00,2014-04-01 00:00:00,1.0,,,0,False,,,0,False,,0.9877426790033382,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0089,fault,,,89.0,18,2014-04-25 17:22:00,2014-05-02 17:22:00,1.0,,0.8401683015979373,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0091,fault,,,91.0,18,2014-10-27 14:28:00,2014-11-03 14:28:00,1.0,,0.6527108887036163,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0092,fault,,,92.0,18,2015-01-31 15:39:00,2015-02-07 15:39:00,1.0,,0.8116291947878652,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0093_activity_pre_1d,activity,,,93.0,18,2016-05-16 00:00:00,2016-05-17 00:00:00,1.0,,,0,False,,,0,False,,0.9636160536614736,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0094_task_post_1d,task,,,94.0,18,2019-04-24 11:25:46,2019-04-25 11:25:46,1.0,,,0,False,,0.8994835616553604,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0095,fault,49.0,49.0,95.0,18,2019-04-27 07:19:00,2019-05-04 07:19:00,0.9970238095238096,,0.7325504740655058,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,49,0.9607645319901588,97.84204925945876,high,control_controller,1.0,1.0
disturbance_0097,fault,37.0,37.0,97.0,19,2018-11-14 09:15:00,2018-11-21 09:15:00,1.0,,0.5863633980295425,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,37,0.7571231753353214,86.64177464344269,high,control_controller,1.0,1.0
disturbance_0098_task_post_1d,task,,,98.0,19,2018-11-22 06:41:58,2018-11-23 06:41:58,1.0,,,0,False,,0.9766843958575292,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0099,fault,,,99.0,19,2019-10-01 09:12:00,2019-10-08 09:12:00,1.0,,0.5347947091845561,1,True,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0100_task_post_1d,task,,,100.0,19,2019-10-08 15:43:59,2019-10-09 15:43:59,1.0,,,0,False,,0.9864286639351304,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0101_task_post_1d,task,,,101.0,19,2019-10-18 12:40:52,2019-10-19 12:40:52,1.0,,,0,False,,0.9899127909192574,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0102,fault,,,102.0,19,2019-11-28 15:04:00,2019-12-05 15:04:00,1.0,,0.3453032578702564,0,False,1.0,,0,False,,,0,False,,normal,,False,,no gate crossed threshold,,,,,,,
disturbance_0103_task_post_1d,task,,,103.0,19,2019-12-06 10:34:43,2019-12-07 10:34:43,1.0,,,0,False,,0.8732267813211089,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0104_task_post_1d,task,,,104.0,19,2019-12-15 20:50:08,2019-12-16 20:50:08,1.0,,,0,False,,0.8727609448103162,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0105_activity_pre_1d,activity,,,105.0,20,2015-09-20 00:00:00,2015-09-21 00:00:00,1.0,,,0,False,,,0,False,,0.9660416547550976,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0106_activity_pre_1d,activity,,,106.0,20,2015-10-22 00:00:00,2015-10-23 00:00:00,1.0,,,0,False,,,0,False,,0.9614886825630128,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0107_activity_pre_1d,activity,,,107.0,20,2016-08-08 00:00:00,2016-08-09 00:00:00,1.0,,,0,False,,,0,False,,0.963059625359762,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0108,fault,34.0,34.0,108.0,20,2017-05-31 07:34:00,2017-06-07 07:34:00,1.0,,0.6536944521198468,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,34,0.3919564740087022,23.057606070478627,monitor,unknown_review,0.0,0.0999999999999999
disturbance_0109,fault,,,109.0,20,2019-02-12 10:40:00,2019-02-19 10:40:00,1.0,,0.5952796123329551,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0110_task_post_1d,task,,,110.0,20,2019-02-22 06:05:16,2019-02-23 06:05:16,1.0,,,0,False,,0.9749651332978518,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0111_task_post_1d,task,,,111.0,20,2019-03-07 16:36:28,2019-03-08 16:36:28,1.0,,,0,False,,0.9020151708507628,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0112_activity_pre_1d,activity,,,112.0,21,2015-03-05 00:00:00,2015-03-06 00:00:00,1.0,,,0,False,,,0,False,,0.9876404050458472,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0113,fault,,,113.0,21,2015-05-31 11:34:00,2015-06-07 11:34:00,1.0,,0.7566028327609655,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0114_activity_pre_1d,activity,,,114.0,21,2015-11-25 00:00:00,2015-11-26 00:00:00,1.0,,,0,False,,,0,False,,0.9617697046681752,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0115,fault,6.0,6.0,115.0,21,2016-11-29 13:12:00,2016-12-06 13:12:00,1.0,,0.4880023134167713,0,True,1.0,,0,False,,,0,False,,normal,,False,,no gate crossed threshold,6,,,,,,
disturbance_0117_activity_pre_1d,activity,,,117.0,21,2017-03-13 00:00:00,2017-03-14 00:00:00,1.0,,,0,False,,,0,False,,0.9876128477266232,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0118,fault,,,118.0,21,2018-04-02 13:51:00,2018-04-09 13:51:00,1.0,,0.5809570569756064,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0119,fault,,,119.0,21,2018-08-31 15:24:00,2018-09-07 15:24:00,1.0,,0.6206276343752688,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0120_task_post_1d,task,,,120.0,21,2018-10-02 13:07:52,2018-10-03 13:07:52,1.0,,,0,False,,0.9645497955181734,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0121,fault,62.0,62.0,121.0,21,2019-01-14 08:17:00,2019-01-21 08:17:00,1.0,,0.9198924980992756,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,62,0.8765293531986366,93.20911442592502,high,control_controller,1.0,1.0
disturbance_0122_task_post_1d,task,,,122.0,21,2019-01-21 20:10:43,2019-01-22 20:10:43,1.0,,,0,False,,0.9552657339733276,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0124_task_post_1d,task,,,124.0,21,2019-01-29 17:26:09,2019-01-30 17:26:09,1.0,,,0,False,,0.9428413276109344,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0125,fault,32.0,32.0,125.0,21,2019-10-12 10:38:00,2019-10-19 10:38:00,1.0,,0.6304271377229407,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,32,0.8608889625407858,92.34889293974324,high,control_controller,1.0,1.0
disturbance_0126_task_post_1d,task,,,126.0,21,2019-10-23 07:40:23,2019-10-24 07:40:23,1.0,,,0,False,,0.9628129884120072,1,False,1.0,,0,False,,task,,False,,task gate crossed threshold,,,,,,,
disturbance_0127,fault,,,127.0,23,2016-05-25 08:39:00,2016-06-01 08:39:00,0.998015873015873,,0.5723588457437293,1,False,1.0,,0,False,,,0,False,,fault,,False,,fault gate crossed threshold; fault has runtime priority,,,,,,,
disturbance_0128_activity_pre_1d,activity,,,128.0,23,2017-01-23 00:00:00,2017-01-24 00:00:00,1.0,,,0,False,,,0,False,,0.9468027301189734,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0129_activity_pre_1d,activity,,,129.0,24,2015-12-07 00:00:00,2015-12-08 00:00:00,1.0,,,0,False,,,0,False,,0.9797571619600656,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0130,fault,13.0,13.0,130.0,24,2016-01-05 12:39:00,2016-01-12 12:39:00,1.0,,0.3730703639376199,0,False,1.0,,0,False,,,0,False,,normal,,False,,no gate crossed threshold,13,,,,,,
disturbance_0131_activity_pre_1d,activity,,,131.0,24,2016-04-04 00:00:00,2016-04-05 00:00:00,1.0,,,0,False,,,0,False,,0.9730196228440002,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
disturbance_0133_activity_pre_1d,activity,,,133.0,24,2016-04-06 00:00:00,2016-04-07 00:00:00,1.0,,,0,False,,,0,False,,0.9681589394667518,1,False,1.0,activity,,False,,activity gate crossed threshold,,,,,,,
