row_kind,source_id,source_event_id,disturbance_row_id,substation_id,event_start,event_end,event_type,final_class,fault_event_id,fault_report_date,fault_detail_available,fault_label,fault_label_known,fault_label_unknown,efd_possible,efd_possible_true,efd_possible_false,efd_possible_unknown,pre_event_eligible,strict_pre_event_positive,event20_low_coverage_flag,event34_unknown_flag,event69_unknown_training_end_missing_flag,event67_long_anomaly_flag,hard_normal_tag
event,disturbance_0020,,20.0,7,2015-02-27 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0021,63.0,21.0,7,2015-03-26 07:15:00,,fault,fault,63.0,2015-03-26 07:15:00,True,Control unit: Incorrect parameterisation,True,False,False,False,True,False,False,False,False,False,False,False,
event,disturbance_0022,36.0,22.0,7,2015-04-02 20:05:00,,fault,fault,36.0,2015-04-02 20:05:00,True,Control unit: Incorrect parameterisation,True,False,False,False,True,False,False,False,False,False,False,False,
event,disturbance_0023,,23.0,7,2015-04-10 14:18:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0024,,24.0,7,2015-10-05 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0025,,25.0,7,2015-11-12 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0026,,26.0,7,2015-12-15 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0027,,27.0,7,2015-12-15 10:26:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0028,,28.0,7,2015-12-24 05:00:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0029,,29.0,7,2016-02-01 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0030,,30.0,7,2016-02-14 09:48:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0031,67.0,31.0,7,2017-11-26 13:15:00,,fault,fault,67.0,2017-11-26 13:15:00,True,Motorised control valve (primary side) defective,True,False,True,True,False,False,True,True,False,False,False,True,
event,disturbance_0032,,32.0,7,2017-12-08 10:17:10,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0033,,33.0,7,2018-05-16 10:32:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0034,,34.0,7,2019-01-10 06:13:18,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0035,,35.0,7,2019-12-20 18:20:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0036,,36.0,8,2015-09-24 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0037,,37.0,8,2017-06-07 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0038,44.0,38.0,8,2018-04-27 08:15:00,,fault,fault,44.0,2018-04-27 08:15:00,True,Temperature monitor/controller defective,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0039,,39.0,8,2018-04-30 05:45:07,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0040,,40.0,9,2015-02-25 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0041,57.0,41.0,9,2020-02-24 21:13:00,,fault,fault,57.0,2020-02-24 21:13:00,True,Differential pressure regulator defective,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0042,,42.0,9,2020-02-25 14:11:43,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0043,,43.0,10,2013-02-19 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0044,,44.0,10,2013-08-02 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0045,,45.0,10,2014-05-04 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0046,1.0,46.0,10,2014-05-04 14:44:00,,fault,fault,1.0,2014-05-04 14:44:00,True,Motorised control valve (primary side): Actuator defective,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0047,,47.0,10,2014-05-05 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0048,,48.0,10,2018-11-05 15:05:23,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0049,,49.0,11,2014-06-23 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0050,,50.0,11,2015-12-07 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0051,20.0,51.0,11,2018-07-02 10:49:00,,fault,fault,20.0,2018-07-02 10:49:00,True,"Safety relief valve: Water loss, does not close properly",True,False,True,True,False,False,True,True,True,False,False,False,
event,disturbance_0052,,52.0,11,2018-07-02 15:02:04,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0053,5.0,53.0,11,2018-11-23 08:30:00,,fault,fault,5.0,2018-11-23 08:30:00,True,Failure of the heating circuit pump,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0054,,54.0,11,2018-11-26 05:56:59,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0055,65.0,55.0,11,2019-01-14 11:58:00,,fault,fault,65.0,2019-01-14 11:58:00,True,Leakage,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0056,,56.0,11,2019-01-14 16:29:40,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0057,,57.0,12,2014-10-21 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0058,,58.0,12,2015-07-08 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0059,3.0,59.0,12,2015-12-01 10:56:00,,fault,fault,3.0,2015-12-01 10:56:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0060,,60.0,12,2017-04-03 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0061,,61.0,13,2015-03-18 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0062,24.0,62.0,13,2016-07-20 15:17:00,,fault,fault,24.0,2016-07-20 15:17:00,True,Failure of the heating circuit pump,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0063,,63.0,13,2016-07-22 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0064,,64.0,13,2017-03-14 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0065,53.0,65.0,13,2020-05-26 10:00:00,,fault,fault,53.0,2020-05-26 10:00:00,True,Shut-off valve closed,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0066,,66.0,13,2020-05-27 14:42:13,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0067,,67.0,14,2014-07-11 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0068,,68.0,14,2014-07-16 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0069,,69.0,14,2014-08-27 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0070,,70.0,14,2015-03-17 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0071,,71.0,14,2016-07-22 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0072,,72.0,14,2017-03-14 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0073,,73.0,14,2018-05-11 13:59:12,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0074,,74.0,14,2018-09-30 12:41:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0075,,75.0,14,2018-10-01 09:58:24,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0076,,76.0,15,2017-01-26 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0077,,77.0,15,2017-04-03 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0078,,78.0,15,2017-05-29 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0079,,79.0,15,2017-05-29 10:34:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0080,,80.0,16,2017-07-31 13:39:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0081,,81.0,16,2017-07-31 17:35:18,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0082,,82.0,17,2015-12-01 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0083,,83.0,17,2015-12-02 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0084,29.0,84.0,17,2019-01-09 14:18:00,,fault,fault,29.0,2019-01-09 14:18:00,True,Motorised control valve (primary side): Control valve jams when closed,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0085,,85.0,17,2019-01-12 11:20:31,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0086,,86.0,17,2019-01-12 11:20:32,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0087,,87.0,17,2019-01-12 11:20:33,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0088,,88.0,18,2014-04-01 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0089,,89.0,18,2014-05-02 17:22:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0090,,90.0,18,2014-05-05 16:27:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0091,,91.0,18,2014-11-03 14:28:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0092,,92.0,18,2015-02-07 15:39:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0093,,93.0,18,2016-05-17 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0094,,94.0,18,2019-04-24 11:25:46,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0095,49.0,95.0,18,2019-05-04 07:19:00,,fault,fault,49.0,2019-05-04 07:19:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0096,,96.0,19,2016-02-22 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0097,37.0,97.0,19,2018-11-21 09:15:00,,fault,fault,37.0,2018-11-21 09:15:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0098,,98.0,19,2018-11-22 06:41:58,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0099,,99.0,19,2019-10-08 09:12:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0100,,100.0,19,2019-10-08 15:43:59,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0101,,101.0,19,2019-10-18 12:40:52,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0102,,102.0,19,2019-12-05 15:04:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0103,,103.0,19,2019-12-06 10:34:43,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0104,,104.0,19,2019-12-15 20:50:08,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0105,,105.0,20,2015-09-21 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0106,,106.0,20,2015-10-23 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0107,,107.0,20,2016-08-09 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0108,34.0,108.0,20,2017-06-07 07:34:00,,fault,fault,34.0,2017-06-07 07:34:00,True,unknown,False,True,True,True,False,False,True,False,False,True,False,False,
event,disturbance_0109,,109.0,20,2019-02-19 10:40:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0110,,110.0,20,2019-02-22 06:05:16,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0111,,111.0,20,2019-03-07 16:36:28,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0112,,112.0,21,2015-03-06 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0113,,113.0,21,2015-06-07 11:34:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0114,,114.0,21,2015-11-26 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0115,6.0,115.0,21,2016-12-06 13:12:00,,fault,fault,6.0,2016-12-06 13:12:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0116,52.0,116.0,21,2016-12-12 15:55:00,,fault,fault,52.0,2016-12-12 15:55:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0117,,117.0,21,2017-03-14 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0118,,118.0,21,2018-04-09 13:51:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0119,,119.0,21,2018-09-07 15:24:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0120,,120.0,21,2018-10-02 13:07:52,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0121,62.0,121.0,21,2019-01-21 08:17:00,,fault,fault,62.0,2019-01-21 08:17:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0122,,122.0,21,2019-01-21 20:10:43,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0123,,123.0,21,2019-01-28 16:55:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0124,,124.0,21,2019-01-29 17:26:09,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0125,32.0,125.0,21,2019-10-19 10:38:00,,fault,fault,32.0,2019-10-19 10:38:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0126,,126.0,21,2019-10-23 07:40:23,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0127,,127.0,23,2016-06-01 08:39:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0128,,128.0,23,2017-01-24 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0129,,129.0,24,2015-12-08 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0130,13.0,130.0,24,2016-01-12 12:39:00,,fault,fault,13.0,2016-01-12 12:39:00,True,Failure of the heating circuit pump,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0131,,131.0,24,2016-04-05 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0132,,132.0,24,2016-04-05 10:41:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0133,,133.0,24,2016-04-07 00:00:00,,activity,activity,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0134,40.0,134.0,24,2016-04-07 07:47:00,,fault,fault,40.0,2016-04-07 07:47:00,True,"Safety relief valve: Water loss, does not close properly",True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0135,38.0,135.0,24,2016-10-24 13:55:00,,fault,fault,38.0,2016-10-24 13:55:00,True,Incorrect setting of the differential pressure regulator,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0136,,136.0,24,2016-11-18 07:26:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0137,,137.0,24,2018-11-01 07:18:16,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0138,,138.0,26,2018-10-24 10:54:58,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0139,,139.0,26,2018-10-26 07:00:27,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0140,,140.0,26,2020-03-11 15:31:31,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0141,7.0,141.0,26,2020-06-13 10:38:00,,fault,fault,7.0,2020-06-13 10:38:00,True,Incorrect setting of the differential pressure regulator,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0142,,142.0,27,2019-11-27 06:52:10,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0143,23.0,143.0,27,2020-01-20 12:57:00,,fault,fault,23.0,2020-01-20 12:57:00,True,Control unit: Incorrect parameterisation,True,False,True,True,False,False,True,False,False,False,False,False,
event,disturbance_0144,,144.0,27,2020-03-27 14:34:11,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0145,,145.0,27,2020-04-01 07:10:21,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0146,,146.0,28,2019-10-07 09:51:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0147,,147.0,28,2019-10-07 16:19:00,,fault,fault,,,False,,False,False,,False,False,True,False,False,False,False,False,False,
event,disturbance_0148,,148.0,28,2019-10-07 21:10:18,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0149,47.0,149.0,28,2020-01-13 10:55:00,,fault,fault,47.0,2020-01-13 10:55:00,True,Failure of the heating circuit pump,True,False,True,True,False,False,True,True,False,False,False,False,
event,disturbance_0150,,150.0,28,2020-01-14 06:47:32,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0151,,151.0,28,2020-06-07 19:13:29,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
event,disturbance_0152,,152.0,29,2019-09-16 17:40:34,,task,task,,,False,,False,False,,False,False,False,False,False,False,False,False,False,
