event_id,substation_id,fault_label,problem_en,efd_possible,monitoring_potential,report_date,anchor_label,lead_time_hours,anchor_time,window_start,window_end,expected_sample_count,sample_count,coverage_rate,low_coverage_flag,event20_low_coverage_flag,event67_long_anomaly_flag,unknown_fault_label_flag,training_end_missing_flag
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,D-3,72.0,2020-03-13 15:04:00,2020-03-06 15:04:00,2020-03-13 15:04:00,1008,1008,1.0,False,False,False,False,False
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,D-1,24.0,2020-03-15 15:04:00,2020-03-08 15:04:00,2020-03-15 15:04:00,1008,1008,1.0,False,False,False,False,False
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,D-12h,12.0,2020-03-16 03:04:00,2020-03-09 03:04:00,2020-03-16 03:04:00,1008,1008,1.0,False,False,False,False,False
10,30,Leakage,leakage,True,1.75,2020-03-16 15:04:00,D-0,0.0,2020-03-16 15:04:00,2020-03-09 15:04:00,2020-03-16 15:04:00,1008,1008,1.0,False,False,False,False,False
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-7,168.0,2016-11-11 15:13:00,2016-11-04 15:13:00,2016-11-11 15:13:00,1008,1008,1.0,False,False,False,False,True
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-5,120.0,2016-11-13 15:13:00,2016-11-06 15:13:00,2016-11-13 15:13:00,1008,1008,1.0,False,False,False,False,True
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-3,72.0,2016-11-15 15:13:00,2016-11-08 15:13:00,2016-11-15 15:13:00,1008,1008,1.0,False,False,False,False,True
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-1,24.0,2016-11-17 15:13:00,2016-11-10 15:13:00,2016-11-17 15:13:00,1008,1008,1.0,False,False,False,False,True
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-12h,12.0,2016-11-18 03:13:00,2016-11-11 03:13:00,2016-11-18 03:13:00,1008,1008,1.0,False,False,False,False,True
11,4,Motorised control valve (primary side): Actuator defective,no heat,False,3.4,2016-11-18 15:13:00,D-0,0.0,2016-11-18 15:13:00,2016-11-11 15:13:00,2016-11-18 15:13:00,1008,1008,1.0,False,False,False,False,True
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-7,168.0,2016-01-05 12:39:00,2015-12-29 12:39:00,2016-01-05 12:39:00,1008,1008,1.0,False,False,False,False,False
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-5,120.0,2016-01-07 12:39:00,2015-12-31 12:39:00,2016-01-07 12:39:00,1008,1008,1.0,False,False,False,False,False
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-3,72.0,2016-01-09 12:39:00,2016-01-02 12:39:00,2016-01-09 12:39:00,1008,1008,1.0,False,False,False,False,False
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-1,24.0,2016-01-11 12:39:00,2016-01-04 12:39:00,2016-01-11 12:39:00,1008,1008,1.0,False,False,False,False,False
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-12h,12.0,2016-01-12 00:39:00,2016-01-05 00:39:00,2016-01-12 00:39:00,1008,1008,1.0,False,False,False,False,False
13,24,Failure of the heating circuit pump,not enough heat,True,3.8,2016-01-12 12:39:00,D-0,0.0,2016-01-12 12:39:00,2016-01-05 12:39:00,2016-01-12 12:39:00,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-7,168.0,2020-02-29 07:59:43,2020-02-22 07:59:43,2020-02-29 07:59:43,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-5,120.0,2020-03-02 07:59:43,2020-02-24 07:59:43,2020-03-02 07:59:43,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-3,72.0,2020-03-04 07:59:43,2020-02-26 07:59:43,2020-03-04 07:59:43,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-1,24.0,2020-03-06 07:59:43,2020-02-28 07:59:43,2020-03-06 07:59:43,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-12h,12.0,2020-03-06 19:59:43,2020-02-28 19:59:43,2020-03-06 19:59:43,1008,1008,1.0,False,False,False,False,False
15,29,Failure of the domestic hot water storage charging pump,no heat,True,3.7,2020-03-07 07:59:43,D-0,0.0,2020-03-07 07:59:43,2020-02-29 07:59:43,2020-03-07 07:59:43,1008,1008,1.0,False,False,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-7,168.0,2018-06-25 10:49:00,2018-06-18 10:49:00,2018-06-25 10:49:00,1008,1008,1.0,False,True,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-5,120.0,2018-06-27 10:49:00,2018-06-20 10:49:00,2018-06-27 10:49:00,1008,1008,1.0,False,True,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-3,72.0,2018-06-29 10:49:00,2018-06-22 10:49:00,2018-06-29 10:49:00,1008,1008,1.0,False,True,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-1,24.0,2018-07-01 10:49:00,2018-06-24 10:49:00,2018-07-01 10:49:00,1008,860,0.8531746031746031,True,True,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-12h,12.0,2018-07-01 22:49:00,2018-06-24 22:49:00,2018-07-01 22:49:00,1008,788,0.7817460317460317,True,True,False,False,False
20,11,"Safety relief valve: Water loss, does not close properly",no DHW,True,2.0,2018-07-02 10:49:00,D-0,0.0,2018-07-02 10:49:00,2018-06-25 10:49:00,2018-07-02 10:49:00,1008,730,0.7242063492063492,True,True,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-7,168.0,2020-01-13 12:57:00,2020-01-06 12:57:00,2020-01-13 12:57:00,1008,1008,1.0,False,False,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-5,120.0,2020-01-15 12:57:00,2020-01-08 12:57:00,2020-01-15 12:57:00,1008,1008,1.0,False,False,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-3,72.0,2020-01-17 12:57:00,2020-01-10 12:57:00,2020-01-17 12:57:00,1008,1008,1.0,False,False,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-1,24.0,2020-01-19 12:57:00,2020-01-12 12:57:00,2020-01-19 12:57:00,1008,1008,1.0,False,False,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-12h,12.0,2020-01-20 00:57:00,2020-01-13 00:57:00,2020-01-20 00:57:00,1008,1008,1.0,False,False,False,False,False
23,27,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2020-01-20 12:57:00,D-0,0.0,2020-01-20 12:57:00,2020-01-13 12:57:00,2020-01-20 12:57:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-7,168.0,2016-07-13 15:17:00,2016-07-06 15:17:00,2016-07-13 15:17:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-5,120.0,2016-07-15 15:17:00,2016-07-08 15:17:00,2016-07-15 15:17:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-3,72.0,2016-07-17 15:17:00,2016-07-10 15:17:00,2016-07-17 15:17:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-1,24.0,2016-07-19 15:17:00,2016-07-12 15:17:00,2016-07-19 15:17:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-12h,12.0,2016-07-20 03:17:00,2016-07-13 03:17:00,2016-07-20 03:17:00,1008,1008,1.0,False,False,False,False,False
24,13,Failure of the heating circuit pump,noise,True,3.8,2016-07-20 15:17:00,D-0,0.0,2016-07-20 15:17:00,2016-07-13 15:17:00,2016-07-20 15:17:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-7,168.0,2019-01-02 14:18:00,2018-12-26 14:18:00,2019-01-02 14:18:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-5,120.0,2019-01-04 14:18:00,2018-12-28 14:18:00,2019-01-04 14:18:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-3,72.0,2019-01-06 14:18:00,2018-12-30 14:18:00,2019-01-06 14:18:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-1,24.0,2019-01-08 14:18:00,2019-01-01 14:18:00,2019-01-08 14:18:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-12h,12.0,2019-01-09 02:18:00,2019-01-02 02:18:00,2019-01-09 02:18:00,1008,1008,1.0,False,False,False,False,False
29,17,Motorised control valve (primary side): Control valve jams when closed,no heat,True,3.2,2019-01-09 14:18:00,D-0,0.0,2019-01-09 14:18:00,2019-01-02 14:18:00,2019-01-09 14:18:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-7,168.0,2019-10-12 10:38:00,2019-10-05 10:38:00,2019-10-12 10:38:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-5,120.0,2019-10-14 10:38:00,2019-10-07 10:38:00,2019-10-14 10:38:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-3,72.0,2019-10-16 10:38:00,2019-10-09 10:38:00,2019-10-16 10:38:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-1,24.0,2019-10-18 10:38:00,2019-10-11 10:38:00,2019-10-18 10:38:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-12h,12.0,2019-10-18 22:38:00,2019-10-11 22:38:00,2019-10-18 22:38:00,1008,1008,1.0,False,False,False,False,False
32,21,Control unit: Incorrect parameterisation,not enough heat,True,4.0,2019-10-19 10:38:00,D-0,0.0,2019-10-19 10:38:00,2019-10-12 10:38:00,2019-10-19 10:38:00,1008,1008,1.0,False,False,False,False,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-7,168.0,2017-05-31 07:34:00,2017-05-24 07:34:00,2017-05-31 07:34:00,1008,1008,1.0,False,False,False,True,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-5,120.0,2017-06-02 07:34:00,2017-05-26 07:34:00,2017-06-02 07:34:00,1008,1008,1.0,False,False,False,True,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-3,72.0,2017-06-04 07:34:00,2017-05-28 07:34:00,2017-06-04 07:34:00,1008,1008,1.0,False,False,False,True,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-1,24.0,2017-06-06 07:34:00,2017-05-30 07:34:00,2017-06-06 07:34:00,1008,1008,1.0,False,False,False,True,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-12h,12.0,2017-06-06 19:34:00,2017-05-30 19:34:00,2017-06-06 19:34:00,1008,1008,1.0,False,False,False,True,False
34,20,unknown,other,True,,2017-06-07 07:34:00,D-0,0.0,2017-06-07 07:34:00,2017-05-31 07:34:00,2017-06-07 07:34:00,1008,1008,1.0,False,False,False,True,False
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-7,168.0,2015-03-26 20:05:00,2015-03-19 20:05:00,2015-03-26 20:05:00,1008,1008,1.0,False,False,False,False,True
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-5,120.0,2015-03-28 20:05:00,2015-03-21 20:05:00,2015-03-28 20:05:00,1008,1008,1.0,False,False,False,False,True
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-3,72.0,2015-03-30 20:05:00,2015-03-23 20:05:00,2015-03-30 20:05:00,1008,1008,1.0,False,False,False,False,True
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-1,24.0,2015-04-01 20:05:00,2015-03-25 20:05:00,2015-04-01 20:05:00,1008,1008,1.0,False,False,False,False,True
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-12h,12.0,2015-04-02 08:05:00,2015-03-26 08:05:00,2015-04-02 08:05:00,1008,1008,1.0,False,False,False,False,True
36,7,Control unit: Incorrect parameterisation,not enough heat,False,4.0,2015-04-02 20:05:00,D-0,0.0,2015-04-02 20:05:00,2015-03-26 20:05:00,2015-04-02 20:05:00,1008,1008,1.0,False,False,False,False,True
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-7,168.0,2018-11-14 09:15:00,2018-11-07 09:15:00,2018-11-14 09:15:00,1008,1008,1.0,False,False,False,False,False
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-5,120.0,2018-11-16 09:15:00,2018-11-09 09:15:00,2018-11-16 09:15:00,1008,1008,1.0,False,False,False,False,False
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-3,72.0,2018-11-18 09:15:00,2018-11-11 09:15:00,2018-11-18 09:15:00,1008,1008,1.0,False,False,False,False,False
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-1,24.0,2018-11-20 09:15:00,2018-11-13 09:15:00,2018-11-20 09:15:00,1008,1008,1.0,False,False,False,False,False
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-12h,12.0,2018-11-20 21:15:00,2018-11-13 21:15:00,2018-11-20 21:15:00,1008,1008,1.0,False,False,False,False,False
37,19,Control unit: Incorrect parameterisation,no heat,True,4.0,2018-11-21 09:15:00,D-0,0.0,2018-11-21 09:15:00,2018-11-14 09:15:00,2018-11-21 09:15:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-7,168.0,2016-10-17 13:55:00,2016-10-10 13:55:00,2016-10-17 13:55:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-5,120.0,2016-10-19 13:55:00,2016-10-12 13:55:00,2016-10-19 13:55:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-3,72.0,2016-10-21 13:55:00,2016-10-14 13:55:00,2016-10-21 13:55:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-1,24.0,2016-10-23 13:55:00,2016-10-16 13:55:00,2016-10-23 13:55:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-12h,12.0,2016-10-24 01:55:00,2016-10-17 01:55:00,2016-10-24 01:55:00,1008,1008,1.0,False,False,False,False,False
38,24,Incorrect setting of the differential pressure regulator,not enough heat,True,3.1,2016-10-24 13:55:00,D-0,0.0,2016-10-24 13:55:00,2016-10-17 13:55:00,2016-10-24 13:55:00,1008,1008,1.0,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-7,168.0,2016-03-31 07:47:00,2016-03-24 07:47:00,2016-03-31 07:47:00,1008,1008,1.0,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-5,120.0,2016-04-02 07:47:00,2016-03-26 07:47:00,2016-04-02 07:47:00,1008,1008,1.0,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-3,72.0,2016-04-04 07:47:00,2016-03-28 07:47:00,2016-04-04 07:47:00,1008,1003,0.9950396825396826,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-1,24.0,2016-04-06 07:47:00,2016-03-30 07:47:00,2016-04-06 07:47:00,1008,1003,0.9950396825396826,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-12h,12.0,2016-04-06 19:47:00,2016-03-30 19:47:00,2016-04-06 19:47:00,1008,1003,0.9950396825396826,False,False,False,False,False
40,24,"Safety relief valve: Water loss, does not close properly",leakage,True,2.0,2016-04-07 07:47:00,D-0,0.0,2016-04-07 07:47:00,2016-03-31 07:47:00,2016-04-07 07:47:00,1008,1003,0.9950396825396826,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-7,168.0,2018-04-20 08:15:00,2018-04-13 08:15:00,2018-04-20 08:15:00,1008,1008,1.0,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-5,120.0,2018-04-22 08:15:00,2018-04-15 08:15:00,2018-04-22 08:15:00,1008,1008,1.0,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-3,72.0,2018-04-24 08:15:00,2018-04-17 08:15:00,2018-04-24 08:15:00,1008,1008,1.0,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-1,24.0,2018-04-26 08:15:00,2018-04-19 08:15:00,2018-04-26 08:15:00,1008,1008,1.0,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-12h,12.0,2018-04-26 20:15:00,2018-04-19 20:15:00,2018-04-26 20:15:00,1008,1008,1.0,False,False,False,False,False
44,8,Temperature monitor/controller defective,no DHW,True,3.0,2018-04-27 08:15:00,D-0,0.0,2018-04-27 08:15:00,2018-04-20 08:15:00,2018-04-27 08:15:00,1008,1008,1.0,False,False,False,False,False
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-7,168.0,2020-01-06 15:48:00,2019-12-30 15:48:00,2020-01-06 15:48:00,1008,1008,1.0,False,False,False,False,False
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-5,120.0,2020-01-08 15:48:00,2020-01-01 15:48:00,2020-01-08 15:48:00,1008,1008,1.0,False,False,False,False,False
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-3,72.0,2020-01-10 15:48:00,2020-01-03 15:48:00,2020-01-10 15:48:00,1008,1008,1.0,False,False,False,False,False
45,31,"Heat exchanger: Leakage, external",leakage,True,2.0,2020-01-13 15:48:00,D-1,24.0,2020-01-12 15:48:00,2020-01-05 15:48:00,2020-01-12 15:48:00,1008,1008,1.0,False,False,False,False,False
