sample_id,label,source_event_id,substation_id,window_start,window_end,window_days,sample_count,expected_sample_count,coverage_rate,disturbance_count,disturbance_types,source_type,report_date,possible_anomaly_start,possible_anomaly_end,training_start,training_end,fault_label,fault_label_known,fault_label_unknown,efd_possible,training_metadata_complete,event67_flag,audit_status,train_status,anomaly_start_to_report_days,anomaly_duration_days,training_gap_to_report_days,outdoor_temperature__mean,outdoor_temperature__std,outdoor_temperature__min,outdoor_temperature__max,outdoor_temperature__median,outdoor_temperature__last_minus_first,outdoor_temperature__missing_rate,s_hc1_supply_temperature__mean,s_hc1_supply_temperature__std,s_hc1_supply_temperature__min,s_hc1_supply_temperature__max,s_hc1_supply_temperature__median,s_hc1_supply_temperature__last_minus_first,s_hc1_supply_temperature__missing_rate,s_hc1_supply_temperature_setpoint__mean,s_hc1_supply_temperature_setpoint__std,s_hc1_supply_temperature_setpoint__min,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint__median,s_hc1_supply_temperature_setpoint__last_minus_first,s_hc1_supply_temperature_setpoint__missing_rate,p_hc1_return_temperature__mean,p_hc1_return_temperature__std,p_hc1_return_temperature__min,p_hc1_return_temperature__max,p_hc1_return_temperature__median,p_hc1_return_temperature__last_minus_first,p_hc1_return_temperature__missing_rate,p_net_meter_energy__mean,p_net_meter_energy__std,p_net_meter_energy__min,p_net_meter_energy__max,p_net_meter_energy__median,p_net_meter_energy__last_minus_first,p_net_meter_energy__missing_rate,p_net_meter_volume__mean,p_net_meter_volume__std,p_net_meter_volume__min,p_net_meter_volume__max,p_net_meter_volume__median,p_net_meter_volume__last_minus_first,p_net_meter_volume__missing_rate,p_net_meter_heat_power__mean,p_net_meter_heat_power__std,p_net_meter_heat_power__min,p_net_meter_heat_power__max,p_net_meter_heat_power__median,p_net_meter_heat_power__last_minus_first,p_net_meter_heat_power__missing_rate,p_net_meter_flow__mean,p_net_meter_flow__std,p_net_meter_flow__min,p_net_meter_flow__max,p_net_meter_flow__median,p_net_meter_flow__last_minus_first,p_net_meter_flow__missing_rate,p_net_supply_temperature__mean,p_net_supply_temperature__std,p_net_supply_temperature__min,p_net_supply_temperature__max,p_net_supply_temperature__median,p_net_supply_temperature__last_minus_first,p_net_supply_temperature__missing_rate,p_net_return_temperature__mean,p_net_return_temperature__std,p_net_return_temperature__min,p_net_return_temperature__max,p_net_return_temperature__median,p_net_return_temperature__last_minus_first,p_net_return_temperature__missing_rate
fault_event_23,fault_event,23,27,2020-01-13 12:57:00,2020-01-20 12:57:00,7.0,1008,1008,1.0,0,,fault_record,2020-01-20 12:57:00,,2020-01-21 12:57:00,2019-11-25 00:00:00,2020-01-06 12:57:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,1.9190426587301588,2.8295386862397174,-3.88,12.01,1.88,-12.54,0.0,58.72958829365079,6.264119126828304,38.84,76.55,58.465,21.129999999999995,0.0,58.522504960317455,5.63169093174689,39.38,71.46,58.230000000000004,22.559999999999995,0.0,41.29772321428571,4.4064960059466545,28.05,52.7,42.08,13.639999999999997,0.0,16075.372023809523,914.553514060554,14636.0,17768.0,16002.5,3132.0,0.0,281.34379960317466,16.056410418856036,255.9,310.8,279.95,54.900000000000006,0.0,18.809623015873015,5.912133573676687,8.7,62.7,17.9,12.900000000000002,0.0,329.39632936507934,88.33652992271736,161.0,744.0,321.0,178.0,0.0,92.61805555555556,3.054040153643761,84.0,103.0,93.0,17.0,0.0,43.23759920634921,4.141471056580248,21.0,54.0,44.0,9.0,0.0
fault_event_24,fault_event,24,13,2016-07-13 15:17:00,2016-07-20 15:17:00,7.0,1008,1008,1.0,0,,fault_record,2016-07-20 15:17:00,,2016-07-22 04:00:00,2015-03-18 15:00:00,2016-07-06 15:17:00,Failure of the heating circuit pump,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,22.46274801587302,2.0127149667142104,18.2,26.9,22.5,-1.1499999999999986,0.0,49.79588293650794,5.816988817410035,37.1,60.5,52.4,-4.399999999999999,0.0,17.36190476190476,13.216547290682584,10.0,81.5,10.0,0.0,0.0,33.52668650793651,5.604144190523586,27.6,58.5,30.8,-6.199999999999996,0.0,1840875.5192528737,1402.8180644746722,1837986.6666666667,1842761.6666666667,1841200.119047619,4775.0,0.4246031746031746,42043.230821839075,53.2695387820437,41934.43333333333,42116.73333333333,42054.30476190477,182.3000000000029,0.4246031746031746,19.800775862068964,22.23046537730343,11.0,198.0,13.333333333333334,6.333333333333329,0.4246031746031746,961.9462068965516,735.4717029494835,576.0,5256.0,736.0,84.0,0.4246031746031746,79.31030948275863,1.084198929187016,76.75,82.25,79.22999999999999,1.7666666666666657,0.4246031746031746,62.27587873563218,2.002987448608091,46.14,64.11,62.858333333333334,-2.6899999999999977,0.4246031746031746
fault_event_29,fault_event,29,17,2019-01-02 14:18:00,2019-01-09 14:18:00,7.0,1008,1008,1.0,0,,fault_record,2019-01-09 14:18:00,,2019-01-12 15:20:31,2015-12-02 12:00:00,2018-12-26 14:18:00,Motorised control valve (primary side): Control valve jams when closed,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,8.856349206349206,1.5987471401545332,5.5,11.6,8.6,4.25,0.0,67.25193452380954,2.7791800652053347,57.6,72.2,67.1,-5.449999999999996,0.0,67.23030753968253,3.015345822893489,56.8,75.5,67.15,-7.500000000000014,0.0,61.889533730158725,2.3912622472051894,56.5,66.3,60.8,-3.6500000000000057,0.0,2456168.137798856,3859.6635278745425,2446815.1666666665,2461809.0,2455710.0,14993.833333333489,0.7063492063492064,69235.69941015536,116.01735138609288,68965.0461111111,69407.655,69221.76583333334,442.60888888889167,0.7063492063492064,118.93748917186417,23.43872682604479,39.0,194.0,115.66666666666669,-14.916666666666686,0.7063492063492064,3766.0806226899977,654.5989748470237,1440.0,6045.0,3665.166666666667,-549.1111111111113,0.7063492063492064,93.35370740933242,0.9151002207274093,91.87,96.81,93.45499999999998,1.078055555555565,0.7063492063492064,65.67098691239316,0.9863576577581483,61.86,67.67,65.74916666666667,0.42027777777778397,0.7063492063492064
fault_event_32,fault_event,32,21,2019-10-12 10:38:00,2019-10-19 10:38:00,7.0,1008,1008,1.0,0,,fault_record,2019-10-19 10:38:00,,2019-10-23 11:40:23,2017-10-19 10:38:00,2019-10-05 10:38:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,13.494702380952381,2.4192356238466037,7.97,19.02,13.620000000000001,0.03999999999999915,0.0,43.87933531746031,2.8744121465691537,39.4,53.07,43.59,10.68,0.0,43.85364087301588,2.7930781210457005,40.0,52.62,43.6175,9.240000000000002,0.0,39.498978174603174,1.8065312923797943,35.45,45.04,39.32,2.3200000000000003,0.0,2268199.4196428573,2899.2722412339176,2263000.0,2273430.0,2268195.0,10430.0,0.0,46453.46180555555,63.93829991594169,46341.3,46567.2,46452.3,225.89999999999418,0.0,62.10218253968254,12.065487280470949,32.2,118.6,61.3,62.3,0.0,1347.797619047619,195.4077109527339,840.0,2376.0,1320.0,1200.0,0.0,88.04891865079365,1.6887015076254215,83.95,91.49,88.26,1.8600000000000136,0.0,48.2157242063492,1.698071931146011,44.3,54.12,48.095,0.0799999999999983,0.0
fault_event_34,fault_event,34,20,2017-05-31 07:34:00,2017-06-07 07:34:00,7.0,1008,1008,1.0,0,,fault_record,2017-06-07 07:34:00,,2017-06-08 07:34:00,2015-09-21 14:00:00,2017-05-24 07:34:00,unknown,False,True,True,True,False,trainable_fault_event,accepted,,,14.0,14.367857142857142,2.7659286043062883,9.6,20.3,14.025,-0.29999999999999893,0.0,48.444791666666674,9.58803484924609,32.6,74.8,47.475,-5.600000000000001,0.0,42.591815476190476,2.6262368774963005,35.0,49.2,42.125,1.3999999999999986,0.0,33.16190476190476,2.94894695204497,29.1,54.0,32.525,-2.5999999999999943,0.0,1055250.638392857,1342.727613562602,1053085.3333333333,1057620.0,1055169.9166666665,4534.666666666744,0.0,18921.270138888885,25.50114052414329,18879.27333333333,18965.975,18920.225,86.70166666666773,0.0,30.824404761904763,26.24139393145319,6.0,128.0,22.0,9.0,0.0,578.5252976190476,359.5343297755071,160.0,2040.0,480.0,120.16666666666669,0.0,85.62804067460317,1.0562235731914305,82.88,88.4,85.66833333333332,1.3599999999999994,0.0,44.550575396825394,6.940141682052877,26.13,54.54,46.03666666666667,-8.618333333333325,0.0
fault_event_36,fault_event,36,7,2015-03-26 20:05:00,2015-04-02 20:05:00,7.0,1008,1008,1.0,0,,fault_record,2015-04-02 20:05:00,,2015-04-03 20:05:00,,,Control unit: Incorrect parameterisation,True,False,False,False,False,trainable_fault_event,accepted,,,,3.965178571428572,3.863850075509535,-3.2,12.4,4.2,-3.499999999999999,0.0,54.464732142857144,5.405982905031436,43.7,70.0,55.0,-0.6000000000000014,0.0,54.395982142857136,5.338733622390489,45.0,68.8,55.0,0.3999999999999986,0.0,42.59449404761905,4.150881618941095,31.5,52.6,42.8,-0.8000000000000043,0.0,347609.12648809527,1705.7128245819006,344831.3333333333,350596.0,347573.5833333334,5764.666666666686,0.0,6071.0553125,28.24281667000839,6024.433333333333,6120.2,6070.4375,95.76666666666642,0.0,34.17609126984127,19.04884180389984,12.0,124.0,29.33333333333333,2.5,0.0,577.5912698412699,232.1968185940929,256.0,1663.0,536.1666666666667,-32.5,0.0,94.96378968253968,1.9016956988511147,88.0,98.0,96.0,5.0,0.0,45.45734126984127,4.6690185480309285,27.0,55.0,45.833333333333336,-2.0,0.0
fault_event_37,fault_event,37,19,2018-11-14 09:15:00,2018-11-21 09:15:00,7.0,1008,1008,1.0,0,,fault_record,2018-11-21 09:15:00,,2018-11-22 10:41:58,2016-06-25 00:00:00,2018-11-07 09:15:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,8.79985119047619,2.4177394872239644,2.2,14.4,9.0,-1.1499999999999986,0.0,55.75863095238095,4.359065809049106,44.8,68.2,55.9,0.8499999999999943,0.0,55.68958333333333,4.2866621418964925,45.5,67.5,55.925,0.0,0.0,45.621230158730164,3.1875495867557864,38.4,55.0,45.7,-1.6499999999999986,0.0,10702065.852557672,12588.012589881104,10681153.333333334,10723538.333333334,10701900.0,42385.0,0.010912698412698412,267313.4412905383,272.87634039444754,266865.3,267776.25,267308.3666666667,910.9500000000116,0.010912698412698412,250.1357405549983,74.5838021853025,96.0,475.0,239.3333333333333,-43.5,0.010912698412698412,5373.640922768305,1307.4755725986315,2160.0,9612.0,5394.0,-1074.0,0.010912698412698412,88.76053660982949,0.32621597470460306,87.79,90.43,88.78,-0.23833333333332973,0.010912698412698412,48.746215312604484,4.0925654188476965,38.08,59.07,48.98,-0.6933333333333351,0.010912698412698412
fault_event_38,fault_event,38,24,2016-10-17 13:55:00,2016-10-24 13:55:00,7.0,1008,1008,1.0,0,,fault_record,2016-10-24 13:55:00,,2016-10-25 13:55:00,2015-11-20 00:00:00,2016-10-10 13:55:00,Incorrect setting of the differential pressure regulator,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,11.261011904761903,2.2274909107680467,6.6,17.0,11.3,0.6000000000000014,0.0,57.51537698412698,4.483847946783755,43.0,71.6,57.4,-6.200000000000003,0.0,57.76279761904761,3.4800894746333904,50.0,66.0,57.8,-3.4000000000000057,0.0,36.38462301587301,2.5832459309880407,30.8,44.4,36.2,-1.0,0.0,148648.84027777778,643.662329076405,147593.0,149820.83333333334,148595.1666666667,2227.833333333343,0.0,3437.0036855158733,12.564972356557773,3416.6,3459.95,3435.6625,43.34999999999991,0.0,12.95138888888889,2.42090053624216,7.0,23.0,13.0,2.0,0.0,260.60069444444446,54.7680390024511,135.0,426.0,259.0,30.5,0.0,81.94295634920636,1.6521623061479613,77.0,86.0,82.0,1.0,0.0,37.07738095238095,2.585910580200044,31.0,45.0,37.0,0.1666666666666643,0.0
fault_event_40,fault_event,40,24,2016-03-31 07:47:00,2016-04-07 07:47:00,7.0,1003,1008,0.9950396825396826,3,activity|fault,fault_record,2016-04-07 07:47:00,2016-04-05 13:00:00,2016-04-08 07:47:00,2015-11-20 00:00:00,2016-03-24 07:47:00,"Safety relief valve: Water loss, does not close properly",True,False,True,True,False,trainable_fault_event,accepted,1.7826388888888889,2.782638888888889,14.0,12.982652043868395,5.335617164350745,2.5,26.1,12.45,6.9,0.0,57.377666999003,10.287557363737891,10.3,78.5,58.1,-11.249999999999986,0.0,56.073903290129614,13.830594620007398,10.0,75.4,57.8,-12.250000000000007,0.0,41.43681455633101,6.390320574733024,15.1,55.0,41.7,-6.349999999999994,0.0,115982.22987641951,809.8855861369307,114439.5,117176.66666666669,116054.5,2737.166666666686,0.004985044865403789,2657.6975233800936,18.409590484714744,2623.911666666667,2684.806666666667,2659.8575,60.89499999999998,0.004985044865403789,16.23997995991984,6.021474934921341,0.0,37.0,16.666666666666668,-17.166666666666664,0.004985044865403789,376.2406479625919,165.81787500533144,0.0,1715.0,368.25,-356.66666666666663,0.004985044865403789,79.81905477621909,12.840193454798621,17.0,89.0,83.0,-8.166666666666671,0.004985044865403789,42.267034068136276,6.567427482053974,20.0,57.0,42.333333333333336,-7.5,0.004985044865403789
fault_event_44,fault_event,44,8,2018-04-20 08:15:00,2018-04-27 08:15:00,7.0,1008,1008,1.0,0,,fault_record,2018-04-27 08:15:00,2018-04-26 06:00:00,2018-04-30 09:45:07,2015-09-24 18:00:00,2018-04-13 08:15:00,Temperature monitor/controller defective,True,False,True,True,False,trainable_fault_event,accepted,1.09375,4.156331018518519,14.0,12.594146825396827,1.720457972986308,9.55,19.4,12.25,2.1499999999999986,0.0,43.069940476190474,4.088907560845633,34.1,60.4,42.2,-10.300000000000004,0.0,42.85515873015873,3.124817082964898,40.0,52.9,41.875,-5.149999999999999,0.0,33.52147817460317,1.984175854296796,27.75,40.8,33.4,6.450000000000003,0.0,253623.81973816716,499.90435964752265,252755.66666666663,254428.3333333333,253620.66666666663,1672.666666666686,0.01488095238095238,4216.223253608593,8.446476389441655,4201.346666666666,4229.381666666666,4216.416666666666,28.034999999999854,0.01488095238095238,9.060590802282645,4.05740568487306,0.0,40.0,9.0,-5.666666666666666,0.01488095238095238,162.144679422625,61.31934397944323,12.0,541.0,159.66666666666666,-104.49999999999997,0.01488095238095238,90.27056059080228,2.1304821886418295,71.0,96.0,90.0,-3.6666666666666856,0.01488095238095238,39.16490433031218,4.0565459503624135,25.0,51.0,40.0,-6.3333333333333215,0.01488095238095238
fault_event_45,fault_event,45,31,2020-01-06 15:48:00,2020-01-13 15:48:00,7.0,1008,1008,1.0,0,,fault_record,2020-01-13 15:48:00,,2020-01-14 17:57:05,2019-11-28 09:00:00,2019-12-30 15:48:00,"Heat exchanger: Leakage, external",True,False,True,True,False,trainable_fault_event,accepted,,,14.0,6.756835317460317,2.1240397338856036,2.55,12.34,6.57,4.23,0.0,65.12595238095237,5.302114948323699,36.56,77.04,65.45,-4.1399999999999935,0.0,65.61258928571428,1.274832287181807,65.0,70.0,65.0,0.0,0.0,39.41915674603174,3.9492767031304488,28.23,49.41,39.67,-12.069999999999997,0.0,21035.99503968254,721.274653027196,19856.0,22281.0,20991.5,2425.0,0.0,416.20476190476194,11.374497037795448,397.4,436.1,415.8,38.700000000000045,0.0,14.49613095238095,7.420277038722646,0.0,32.1,17.0,-15.6,0.0,232.29365079365078,122.91552180607243,0.0,665.0,267.0,-247.0,0.0,92.62896825396825,9.146780253398266,56.0,101.0,97.0,-35.0,0.0,39.89980158730159,5.191934769788742,26.0,55.0,41.0,-17.0,0.0
fault_event_47,fault_event,47,28,2020-01-06 10:55:00,2020-01-13 10:55:00,7.0,1008,1008,1.0,0,,fault_record,2020-01-13 10:55:00,2020-01-08 23:00:00,2020-01-14 10:47:32,2019-10-25 00:00:00,2019-12-30 10:55:00,Failure of the heating circuit pump,True,False,True,True,False,trainable_fault_event,accepted,4.496527777777778,5.491342592592592,14.0,3.900694444444444,3.6772590708258632,-2.29,22.41,3.5,4.58,0.0,71.27314484126984,6.473779436274183,54.8,81.68,71.595,4.890000000000001,0.0,71.26018849206349,6.365637694792016,53.91,80.0,70.0,3.3700000000000045,0.0,48.87117063492063,7.113708755134739,34.0,60.04,48.485,-17.060000000000002,0.0,183866.96726190476,3142.793338439969,177060.0,188337.0,184521.0,11277.0,0.0,4856.353869047618,61.11823276467323,4715.3,4936.2,4873.05,220.89999999999964,0.0,67.12857142857142,34.299935251181026,0.0,177.4,54.6,-77.1,0.0,1315.779761904762,833.8967612648504,0.0,4188.0,888.0,-1944.0,0.0,95.31877976190476,1.6939578350943685,88.31,98.74,95.39,-7.040000000000006,0.0,47.55279761904762,8.187332460634996,31.9,60.0,45.525000000000006,-19.67,0.0
fault_event_49,fault_event,49,18,2019-04-27 07:19:00,2019-05-04 07:19:00,7.0,1005,1008,0.9970238095238095,0,,fault_record,2019-05-04 07:19:00,2019-05-03 11:00:00,2019-05-05 07:19:00,2016-12-16 10:00:00,2019-04-20 07:19:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,0.8465277777777778,1.8465277777777778,14.0,7.9468348258706465,2.7023550730460686,1.86,19.75,7.86,2.74,0.0,56.11496218905472,6.420837853241019,43.73,72.2,53.8,1.8100000000000023,0.0,56.153589054726375,6.5132061525593254,38.81,80.0,53.97,-1.0300000000000011,0.0,50.5182039800995,6.285986816891644,41.36,62.55,47.95,-2.6899999999999977,0.0,2002229.8884577116,4880.009528098157,1994216.0,2010409.0,2002011.0,16193.0,0.0,52133.007333333335,92.56617646178499,51973.5,52287.4,52129.7,313.90000000000146,0.0,96.16919402985076,59.48577664747892,6.4,415.1,85.2,54.9,0.0,1847.7641791044775,1032.1912371794326,130.0,6830.0,1570.0,840.0,0.0,96.70298507462687,4.993780099887458,86.0,104.0,97.0,8.0,0.0,51.72835820895522,6.661593987420117,28.0,64.0,50.0,-15.0,0.0
fault_event_52,fault_event,52,21,2016-12-05 15:55:00,2016-12-12 15:55:00,7.0,1008,1008,1.0,1,fault,fault_record,2016-12-12 15:55:00,2016-12-11 20:00:00,2016-12-13 15:55:00,2015-11-30 09:00:00,2016-11-28 15:55:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,0.8298611111111112,1.8298611111111112,14.0,5.768253968253968,1.8047490939021253,1.7,10.3,5.4,-0.6500000000000004,0.0,60.62142857142857,8.043293180442403,36.4,79.5,61.475,14.099999999999994,0.0,60.5859623015873,8.077940456111328,35.0,78.9,61.2,14.299999999999997,0.0,47.30575396825397,4.706732234648934,33.0,58.3,47.275,8.399999999999999,0.0,671455.5333998007,6104.530483293115,661300.0,682118.3333333334,671203.3333333334,20818.333333333372,0.00496031746031746,13151.750249252244,113.69503602719621,12969.9,13351.583333333334,13145.066666666668,381.6833333333343,0.00496031746031746,125.330259222333,35.9698491198928,23.0,344.0,119.5,17.0,0.00496031746031746,2294.416749750748,596.4043941788261,456.0,4488.0,2232.0,624.0,0.00496031746031746,95.77278913260218,2.472346457411244,91.3,101.76,95.28333333333332,-0.4066666666666663,0.00496031746031746,48.155982053838486,4.183725455231486,30.18,57.69,47.57333333333334,6.729999999999997,0.00496031746031746
fault_event_53,fault_event,53,13,2020-05-19 10:00:00,2020-05-26 10:00:00,7.0,1008,1008,1.0,0,,fault_record,2020-05-26 10:00:00,2020-05-25 03:00:00,2020-05-27 18:42:13,2016-07-27 15:17:00,2020-05-12 10:00:00,Shut-off valve closed,True,False,True,True,False,trainable_fault_event,accepted,1.2916666666666667,2.6543171296296295,14.0,17.464742063492064,2.2879459903922217,13.39,23.7,17.05,2.9299999999999997,0.0,40.06212301587301,0.348668351603871,39.06,41.58,40.09,-0.509999999999998,0.0,40.0334126984127,0.16823772700540357,37.33,41.8,40.0,0.0,0.0,40.95138392857143,0.5553603502137295,38.95,42.64,40.965,1.7299999999999969,0.0,556219.8958333334,1842.2726035098603,553073.0,559253.0,556236.0,6180.0,0.0,11505.229365079364,57.75378582701038,11406.5,11597.8,11506.1,191.29999999999927,0.0,37.19330357142857,16.7153654819968,4.1,104.2,31.95,-56.7,0.0,1147.157738095238,373.07876855540195,90.0,2330.0,1050.0,-1160.0,0.0,84.0515873015873,0.9502612719263052,80.0,87.0,84.0,-3.0,0.0,56.395833333333336,4.134177371884831,30.0,66.0,58.0,14.0,0.0
fault_event_57,fault_event,57,9,2020-02-17 21:13:00,2020-02-24 21:13:00,7.0,1008,1008,1.0,0,,fault_record,2020-02-24 21:13:00,2020-02-24 17:45:00,2020-02-25 18:11:43,2015-02-26 14:00:00,2020-02-10 21:13:00,Differential pressure regulator defective,True,False,True,True,False,trainable_fault_event,accepted,0.14444444444444443,1.0185532407407407,14.0,1.2453655753968256,1.0779971795937562,-1.91,3.27,1.4449999999999998,-3.3000000000000003,0.0,49.56816964285714,8.26854348127028,25.28,72.2,47.2,-0.46999999999999886,0.0,54.31478290343916,10.18834786206877,40.0,88.6,52.685,33.959999999999994,0.0,42.05190873015873,6.603962732567142,24.2,62.09,40.075,-16.419999999999998,0.0,57734.011359126984,957.1171867392777,56065.0,59395.0,57734.5,3330.0,0.0,1301.383040674603,15.218703939100992,1274.4,1327.9,1301.25,53.5,0.0,19.844439484126983,4.249111702051729,0.0,32.2,20.0,-19.0,0.0,319.327166005291,83.52933564053833,0.0,517.0,306.0,-309.0,0.0,100.13910383597883,3.000907406521641,82.0,106.0,101.0,-19.0,0.0,45.523363095238096,5.305216670462402,29.0,63.0,44.0,-19.0,0.0
fault_event_60,fault_event,60,4,2015-03-11 18:54:00,2015-03-18 18:54:00,7.0,1008,1008,1.0,0,,fault_record,2015-03-18 18:54:00,2015-03-17 13:00:00,2015-03-19 18:54:00,,,Control unit: Incorrect parameterisation,True,False,False,False,False,trainable_fault_event,accepted,1.2458333333333333,2.245833333333333,,7.194494047619048,2.8081943050967895,1.9,13.5,7.15,6.949999999999999,0.0,57.95972222222222,7.502177421242689,42.4,72.2,58.3,-20.200000000000003,0.0,57.883184523809526,7.3215918709665555,45.0,71.4,58.25,-21.25,0.0,41.533184523809524,4.2336715336800665,32.6,54.4,41.3,-12.700000000000003,0.0,190008.67609126985,1941.0058965462913,186413.0,193136.5,190106.3333333333,6723.5,0.0,3776.6496378968254,33.66717989379339,3713.3,3830.495,3778.921666666666,117.19499999999971,0.0,40.98115079365079,19.89206441580327,9.0,149.0,36.333333333333336,-2.6666666666666643,0.0,713.4131944444445,271.6053498345884,212.0,1978.0,657.0,-45.5,0.0,93.88789682539682,1.651586562687975,90.0,100.0,94.0,-2.5,0.0,44.8343253968254,4.026257071785409,25.0,56.0,45.0,-2.5,0.0
fault_event_62,fault_event,62,21,2019-01-14 08:17:00,2019-01-21 08:17:00,7.0,1008,1008,1.0,0,,fault_record,2019-01-21 08:17:00,,2019-01-22 00:10:43,2017-01-21 08:17:00,2019-01-07 08:17:00,Control unit: Incorrect parameterisation,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,0.0742559523809523,3.6450874889840232,-5.8,5.1,1.2,6.1,0.0,62.19568452380953,6.2787368137108315,44.4,73.7,62.349999999999994,-5.950000000000003,0.0,62.1561011904762,6.2258538518333255,44.6,73.2,62.0,-6.450000000000003,0.0,49.10967261904762,3.4721938713159806,38.9,55.5,49.4,-4.149999999999999,0.0,1916131.2913359788,7638.05040689087,1902676.6666666667,1928695.0,1916670.0,26018.333333333256,0.0,37995.548115079364,126.4135768053602,37770.0,38206.6,38004.100000000006,436.59999999999854,0.0,153.55026455026453,21.093223928645184,89.0,212.0,153.0,-23.666666666666657,0.0,2586.90873015873,360.24292752992017,1392.0,3552.0,2592.0,-684.0,0.0,102.43658068783068,3.540877031087257,96.03,108.5,102.48166666666665,1.9366666666666816,0.0,50.59041666666666,2.666805806221905,44.25,56.72,50.447500000000005,-3.1416666666666586,0.0
fault_event_63,fault_event,63,7,2015-03-19 07:15:00,2015-03-26 07:15:00,7.0,1008,1008,1.0,0,,fault_record,2015-03-26 07:15:00,,2015-04-03 20:05:00,,,Control unit: Incorrect parameterisation,True,False,False,False,False,trainable_fault_event,accepted,,,,8.574900793650794,3.996169341287931,-2.0,17.3,8.4,0.9499999999999993,0.0,45.69146825396825,6.090953425496142,33.8,64.0,45.275,-1.25,0.0,45.54955357142857,6.092807332484078,35.0,63.1,45.3,0.6499999999999986,0.0,37.580357142857146,3.65728871518303,30.4,51.0,36.8,1.6000000000000085,0.0,342358.4136904762,1319.1770390042748,339937.0,344432.5,342486.25,4495.5,0.0,5982.0258713624335,22.491671752742917,5940.823333333333,6017.7300000000005,5984.1849999999995,76.90666666666766,0.0,25.67146164021164,16.28543138672379,6.0,105.0,21.0,-27.000000000000007,0.0,452.885085978836,208.85673146193997,164.0,1418.0,398.49999999999994,-307.3333333333333,0.0,91.56679894179895,1.3566937308875318,86.0,94.0,92.0,-1.3333333333333144,0.0,44.35664682539682,4.581766837671504,24.0,57.0,44.833333333333336,7.8333333333333215,0.0
fault_event_64,fault_event,64,6,2019-04-09 09:41:00,2019-04-16 09:41:00,7.0,1008,1008,1.0,0,,fault_record,2019-04-16 09:41:00,2019-04-13 06:00:00,2019-04-17 10:49:46,2019-03-13 09:10:00,2019-04-02 09:41:00,Differential pressure regulator defective,True,False,True,True,False,trainable_fault_event,accepted,3.1534722222222222,4.201226851851852,14.0,15.975916005291005,2.986830790426271,11.63,22.27,15.63,5.493333333333332,0.0,44.09807787698413,7.511900242656651,26.85,57.27,46.27,-6.943333333333342,0.0,44.43358052248678,6.037365659793598,28.98,52.95,45.1125,-8.243333333333332,0.0,35.40533234126984,5.523387659310229,25.49,44.895,34.989999999999995,-2.6999999999999957,0.0,27313.629629629628,681.3175091030371,25772.0,28128.0,27585.5,2356.0,0.0,515.6433366402116,12.816500284523332,486.3,530.8,521.0,44.49999999999994,0.0,13.89832175925926,10.644691021124446,0.0,58.2,13.2,-22.1,0.0,262.85094246031747,207.92870020068358,0.0,1011.0,233.5,-429.0,0.0,82.76554232804232,4.239848017785401,54.0,88.0,84.0,-5.0,0.0,35.9489914021164,5.558042447291413,26.0,46.0,36.0,-4.0,0.0
fault_event_65,fault_event,65,11,2019-01-07 11:58:00,2019-01-14 11:58:00,7.0,1008,1008,1.0,0,,fault_record,2019-01-14 11:58:00,,2019-01-14 20:29:40,2016-12-31 11:58:00,2018-12-31 11:58:00,Leakage,True,False,True,True,False,trainable_fault_event,accepted,,,14.0,4.5033730158730165,4.122941065614728,-4.5,11.2,5.1,-11.3,0.0,49.38720238095238,2.542764314325423,39.0,60.2,48.8,6.649999999999999,0.0,49.24975198412698,1.821429166488853,48.0,57.2,48.2,9.150000000000006,0.0,34.354017857142864,4.621435122291744,24.3,45.7,34.875,-1.2999999999999972,0.0,316127.2444741533,545.8201977475052,315253.0,317174.0,316035.3333333333,1921.0,0.07242063492063493,6560.6583065953655,9.585616303893113,6544.99,6578.363333333334,6559.45,33.3733333333339,0.07242063492063493,10.878074866310161,4.520619242835362,2.0,32.0,9.833333333333334,-7.5,0.07242063492063493,197.59723707664887,71.16788433870087,48.0,500.0,184.66666666666663,-164.83333333333334,0.07242063492063493,92.3367201426025,3.440411756492658,85.0,107.0,93.0,12.5,0.07242063492063493,42.93761140819964,3.3699317052255466,33.0,57.0,43.0,-3.1666666666666643,0.07242063492063493
