source_id,final_class,event_type_binary,source_event_id,disturbance_row_id,substation_id,window_policy,window_start,window_end,coverage_rate,overlap_disturbance_count,hard_normal_tag,dataset,feature_set,feature_count,model,fold,y_true,probability_event,train_extra_rows_used,prediction_t0_4,prediction_t0_5,prediction_t0_6,prediction,error_type,threshold,balanced_accuracy,recall_event,normal_fpr
disturbance_0013,activity,activity,,13.0,5,activity_pre_7d,2015-11-10 00:00:00,2015-11-17 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4749692625568348,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0014,activity,activity,,14.0,5,activity_pre_7d,2016-03-02 00:00:00,2016-03-09 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4729007065211177,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0015,activity,activity,,15.0,5,activity_pre_7d,2017-03-27 00:00:00,2017-04-03 00:00:00,0.9950396825396826,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4899606185103427,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0020,activity,activity,,20.0,7,activity_pre_7d,2015-02-20 00:00:00,2015-02-27 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4730469291052424,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0024,activity,activity,,24.0,7,activity_pre_7d,2015-09-28 00:00:00,2015-10-05 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.44519041537858367,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0025,activity,activity,,25.0,7,activity_pre_7d,2015-11-05 00:00:00,2015-11-12 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.39961618108552605,0,0,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0026,activity,activity,,26.0,7,activity_pre_7d,2015-12-08 00:00:00,2015-12-15 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4694590597106525,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0029,activity,activity,,29.0,7,activity_pre_7d,2016-01-25 00:00:00,2016-02-01 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.46772901401627737,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0076,activity,activity,,76.0,15,activity_pre_7d,2017-01-19 00:00:00,2017-01-26 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.47650794266057855,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0077,activity,activity,,77.0,15,activity_pre_7d,2017-03-27 00:00:00,2017-04-03 00:00:00,0.9950396825396826,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,3,1,0.4728011089454741,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0002,normal,normal,2.0,,9,normal_event_7d,2019-01-02 00:00:00,2019-01-09 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.5118411382898523,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0027,normal,normal,27.0,,12,normal_event_7d,2015-06-24 13:34:00,2015-07-01 13:34:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,0,0.6429479517157225,0,1,1,1,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0130,fault,fault,13.0,130.0,24,fault_pre_7d,2016-01-05 12:39:00,2016-01-12 12:39:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.47675391077302665,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0136,fault,fault,,136.0,24,fault_pre_7d,2016-11-11 07:26:00,2016-11-18 07:26:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.4969638125514332,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0110,task,task,,110.0,20,task_post_7d,2019-02-22 06:05:16,2019-03-01 06:05:16,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.4677046830055095,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0148,task,task,,148.0,28,task_post_7d,2019-10-07 21:10:18,2019-10-14 21:10:18,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.44048912426841724,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0151,task,task,,151.0,28,task_post_7d,2020-06-07 19:13:29,2020-06-14 19:13:29,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.4018891894246858,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0058,activity,activity,,58.0,12,activity_pre_7d,2015-07-01 00:00:00,2015-07-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.4328744656818417,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0060,activity,activity,,60.0,12,activity_pre_7d,2017-03-27 00:00:00,2017-04-03 00:00:00,0.9950396825396826,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.49780723235941793,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0106,activity,activity,,106.0,20,activity_pre_7d,2015-10-16 00:00:00,2015-10-23 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.465063326423853,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0107,activity,activity,,107.0,20,activity_pre_7d,2016-08-02 00:00:00,2016-08-09 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.491626603593781,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0129,activity,activity,,129.0,24,activity_pre_7d,2015-12-01 00:00:00,2015-12-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,4,1,0.48595171759378786,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0018,normal,normal,18.0,,16,normal_event_7d,2018-11-30 00:00:00,2018-12-07 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.5107676478989968,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0021,normal,normal,21.0,,1,normal_event_7d,2019-12-01 00:00:00,2019-12-08 00:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,0,0.5116453956689901,0,1,1,0,1,FP,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0103,task,task,,103.0,19,task_post_7d,2019-12-06 10:34:43,2019-12-13 10:34:43,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,1,0.46980671642025545,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
disturbance_0145,task,task,,145.0,27,task_post_7d,2020-04-01 07:10:21,2020-04-08 07:10:21,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,5,1,0.45747881997853396,0,1,0,0,0,FN,0.5,0.6910052910052911,0.6962962962962963,0.3142857142857143
normal_0068,normal,normal,68.0,,13,normal_event_7d,2019-12-20 00:00:00,2019-12-27 00:00:00,1.0,0,review_required_normal,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,0,0.6669829041836145,0,1,1,1,1,FP,0.6,0.5714285714285714,0.2,0.05714285714285714
disturbance_0003,fault,fault,,3.0,3,fault_pre_7d,2015-12-02 13:48:00,2015-12-09 13:48:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.45591094980632996,0,1,0,0,0,FN,0.6,0.5714285714285714,0.2,0.05714285714285714
disturbance_0005,fault,fault,,5.0,3,fault_pre_7d,2016-10-24 14:18:00,2016-10-31 14:18:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.5158834513667486,0,1,1,0,0,FN,0.6,0.5714285714285714,0.2,0.05714285714285714
disturbance_0006,fault,fault,,6.0,3,fault_pre_7d,2016-11-08 22:50:00,2016-11-15 22:50:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.5027223418411048,0,1,1,0,0,FN,0.6,0.5714285714285714,0.2,0.05714285714285714
disturbance_0038,fault,fault,44.0,38.0,8,fault_pre_7d,2018-04-20 08:15:00,2018-04-27 08:15:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.5907196930193268,0,1,1,0,0,FN,0.6,0.5714285714285714,0.2,0.05714285714285714
disturbance_0065,fault,fault,53.0,65.0,13,fault_pre_7d,2020-05-19 10:00:00,2020-05-26 10:00:00,1.0,0,,low_overlap_only,compact13,13,extra_trees_balanced_depth3,1,1,0.5522165168985972,0,1,1,0,0,FN,0.6,0.5714285714285714,0.2,0.05714285714285714
