dataset,feature_variant,model,fold,metric_scope,train_rows,test_rows,train_groups,test_groups,group_overlap_count,removed_high_missing_features,feature_count,threshold,rows,accuracy,balanced_accuracy,macro_f1,roc_auc,normal_precision,normal_recall,normal_f1,activity_precision,activity_recall,activity_f1,normal_support,activity_support,normal_fpr,tn,fp,fn,tp,fold_balanced_accuracy_std,fold_activity_recall_std,fold_normal_fpr_std
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.5,15,0.6,0.6111111111111112,0.5982142857142857,0.7962962962962963,0.5,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.5555555555555556,0.625,6,9,0.3333333333333333,4,2,4,5,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.6,15,0.5333333333333333,0.6111111111111112,0.49760765550239233,0.7962962962962963,0.46153846153846156,1.0,0.631578947368421,1.0,0.2222222222222222,0.36363636363636365,6,9,0.0,6,0,7,2,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.4,19,0.631578947368421,0.5297619047619048,0.4904214559386973,0.8809523809523809,0.5,0.14285714285714285,0.2222222222222222,0.6470588235294118,0.9166666666666666,0.7586206896551724,7,12,0.8571428571428571,1,6,1,11,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.5,19,0.8421052631578947,0.8452380952380952,0.8347826086956522,0.8809523809523809,0.75,0.8571428571428571,0.8,0.9090909090909091,0.8333333333333334,0.8695652173913043,7,12,0.14285714285714285,6,1,2,10,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.6,19,0.7894736842105263,0.8035714285714286,0.7840909090909092,0.8809523809523809,0.6666666666666666,0.8571428571428571,0.75,0.9,0.75,0.8181818181818182,7,12,0.14285714285714285,6,1,3,9,,,
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.4,81,0.6790123456790124,0.6524844720496894,0.6508620689655172,0.8105590062111802,0.6956521739130435,0.45714285714285713,0.5517241379310345,0.6724137931034483,0.8478260869565217,0.75,35,46,0.5428571428571428,16,19,7,39,0.07729792045017049,0.11040889210924149,0.19378085666072192
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.5,81,0.7283950617283951,0.7369565217391305,0.7280219780219781,0.8105590062111802,0.6511627906976745,0.8,0.717948717948718,0.8157894736842105,0.6739130434782609,0.7380952380952381,35,46,0.2,28,7,15,31,0.1339827109855354,0.09855583548674733,0.21842561792723264
activity_no_overlap,compact13_high_missing_removed,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.6,81,0.7160493827160493,0.739751552795031,0.7144827586206897,0.8105590062111802,0.6153846153846154,0.9142857142857143,0.735632183908046,0.896551724137931,0.5652173913043478,0.6933333333333334,35,46,0.08571428571428572,32,3,20,26,0.08878253274396579,0.1906811067057315,0.11428571428571428
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.4,14,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9387755102040816,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,7,7,0.14285714285714285,6,1,1,6,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.5,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,0.9387755102040816,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.6,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,0.9387755102040816,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.4,18,0.6666666666666666,0.6875,0.6625,0.825,0.5833333333333334,0.875,0.7,0.8333333333333334,0.5,0.625,8,10,0.125,7,1,5,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.5,18,0.6666666666666666,0.7,0.6493506493506493,0.825,0.5714285714285714,1.0,0.7272727272727273,1.0,0.4,0.5714285714285714,8,10,0.0,8,0,6,4,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.6,18,0.6666666666666666,0.7,0.6493506493506493,0.825,0.5714285714285714,1.0,0.7272727272727273,1.0,0.4,0.5714285714285714,8,10,0.0,8,0,6,4,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.4,15,0.6666666666666666,0.6696428571428572,0.6666666666666666,0.8035714285714286,0.625,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,7,8,0.2857142857142857,5,2,3,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.5,15,0.6666666666666666,0.6696428571428572,0.6666666666666666,0.8035714285714286,0.625,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,7,8,0.2857142857142857,5,2,3,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.6,15,0.7333333333333333,0.7410714285714286,0.7321428571428572,0.8035714285714286,0.6666666666666666,0.8571428571428571,0.75,0.8333333333333334,0.625,0.7142857142857143,7,8,0.14285714285714285,6,1,3,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.4,15,0.6,0.6111111111111112,0.5982142857142857,0.8333333333333334,0.5,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.5555555555555556,0.625,6,9,0.3333333333333333,4,2,4,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.5,15,0.7333333333333333,0.7777777777777778,0.7321428571428572,0.8333333333333334,0.6,1.0,0.75,1.0,0.5555555555555556,0.7142857142857143,6,9,0.0,6,0,4,5,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.6,15,0.6666666666666666,0.7222222222222222,0.660633484162896,0.8333333333333334,0.5454545454545454,1.0,0.7058823529411765,1.0,0.4444444444444444,0.6153846153846154,6,9,0.0,6,0,5,4,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.4,19,0.8421052631578947,0.8452380952380952,0.8347826086956522,0.8571428571428571,0.75,0.8571428571428571,0.8,0.9090909090909091,0.8333333333333334,0.8695652173913043,7,12,0.14285714285714285,6,1,2,10,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.5,19,0.8421052631578947,0.8452380952380952,0.8347826086956522,0.8571428571428571,0.75,0.8571428571428571,0.8,0.9090909090909091,0.8333333333333334,0.8695652173913043,7,12,0.14285714285714285,6,1,2,10,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.6,19,0.8421052631578947,0.875,0.8403361344537814,0.8571428571428571,0.7,1.0,0.8235294117647058,1.0,0.75,0.8571428571428571,7,12,0.0,7,0,3,9,,,
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.4,81,0.7283950617283951,0.7369565217391305,0.7280219780219781,0.8279503105590063,0.6511627906976745,0.8,0.717948717948718,0.8157894736842105,0.6739130434782609,0.7380952380952381,35,46,0.2,28,7,15,31,0.09893812947670223,0.14535081062955127,0.08614310721488354
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.5,81,0.7530864197530864,0.772360248447205,0.7527472527472527,0.8279503105590063,0.6530612244897959,0.9142857142857143,0.7619047619047619,0.90625,0.6304347826086957,0.7435897435897436,35,46,0.08571428571428572,32,3,17,29,0.07521527850399384,0.1461644497108803,0.11428571428571428
activity_no_overlap,compact13_indicator,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.6,81,0.7530864197530864,0.779192546583851,0.7512285012285012,0.8279503105590063,0.6415094339622641,0.9714285714285714,0.7727272727272727,0.9642857142857143,0.5869565217391305,0.7297297297297297,35,46,0.02857142857142857,34,1,19,27,0.07242314629261591,0.14107119974084537,0.05714285714285714
activity_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.4,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,0.8571428571428572,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.5,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,0.8571428571428572,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,1,fold,67.0,14,1|2|4|5|6|8|9|10|11|12|13|14|15|16|17|18|20|21|22|23|24|33,3|7|19|25|26,0,,13,0.6,14,0.8571428571428571,0.8571428571428572,0.8541666666666667,0.8571428571428572,0.7777777777777778,1.0,0.875,1.0,0.7142857142857143,0.8333333333333334,7,7,0.0,7,0,2,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.4,18,0.6666666666666666,0.7,0.6493506493506493,0.7,0.5714285714285714,1.0,0.7272727272727273,1.0,0.4,0.5714285714285714,8,10,0.0,8,0,6,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.5,18,0.6666666666666666,0.7,0.6493506493506493,0.7,0.5714285714285714,1.0,0.7272727272727273,1.0,0.4,0.5714285714285714,8,10,0.0,8,0,6,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,2,fold,63.0,18,1|2|3|4|5|6|7|8|9|10|11|13|14|16|17|18|19|21|23|24|25|26,12|15|20|22|33,0,,13,0.6,18,0.6666666666666666,0.7,0.6493506493506493,0.7,0.5714285714285714,1.0,0.7272727272727273,1.0,0.4,0.5714285714285714,8,10,0.0,8,0,6,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.4,15,0.8,0.8125,0.7963800904977376,0.8125,0.7,1.0,0.8235294117647058,1.0,0.625,0.7692307692307693,7,8,0.0,7,0,3,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.5,15,0.8,0.8125,0.7963800904977376,0.8125,0.7,1.0,0.8235294117647058,1.0,0.625,0.7692307692307693,7,8,0.0,7,0,3,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,3,fold,66.0,15,1|3|4|5|6|7|10|11|12|14|15|16|17|19|20|21|22|24|25|26|33,2|8|9|13|18|23,0,,13,0.6,15,0.8,0.8125,0.7963800904977376,0.8125,0.7,1.0,0.8235294117647058,1.0,0.625,0.7692307692307693,7,8,0.0,7,0,3,5,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.4,15,0.6666666666666666,0.7222222222222222,0.660633484162896,0.7222222222222222,0.5454545454545454,1.0,0.7058823529411765,1.0,0.4444444444444444,0.6153846153846154,6,9,0.0,6,0,5,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.5,15,0.6666666666666666,0.7222222222222222,0.660633484162896,0.7222222222222222,0.5454545454545454,1.0,0.7058823529411765,1.0,0.4444444444444444,0.6153846153846154,6,9,0.0,6,0,5,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,4,fold,66.0,15,2|3|4|7|8|9|11|12|13|14|15|16|18|19|20|21|22|23|24|25|26|33,1|5|6|10|17,0,,13,0.6,15,0.6666666666666666,0.7222222222222222,0.660633484162896,0.7222222222222222,0.5454545454545454,1.0,0.7058823529411765,1.0,0.4444444444444444,0.6153846153846154,6,9,0.0,6,0,5,4,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.4,19,0.7894736842105263,0.8333333333333333,0.788888888888889,0.8333333333333333,0.6363636363636364,1.0,0.7777777777777778,1.0,0.6666666666666666,0.8,7,12,0.0,7,0,4,8,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.5,19,0.7894736842105263,0.8333333333333333,0.788888888888889,0.8333333333333333,0.6363636363636364,1.0,0.7777777777777778,1.0,0.6666666666666666,0.8,7,12,0.0,7,0,4,8,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,5,fold,62.0,19,1|2|3|5|6|7|8|9|10|12|13|15|17|18|19|20|22|23|25|26|33,4|11|14|16|21|24,0,,13,0.6,19,0.7894736842105263,0.8333333333333333,0.788888888888889,0.8333333333333333,0.6363636363636364,1.0,0.7777777777777778,1.0,0.6666666666666666,0.8,7,12,0.0,7,0,4,8,,,
activity_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.4,81,0.7530864197530864,0.7826086956521738,0.75,0.7555900621118012,0.6363636363636364,1.0,0.7777777777777778,1.0,0.5652173913043478,0.7222222222222222,35,46,0.0,35,0,20,26,0.06239069555156777,0.12478139110313549,0.0
activity_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.5,81,0.7530864197530864,0.7826086956521738,0.75,0.7555900621118012,0.6363636363636364,1.0,0.7777777777777778,1.0,0.5652173913043478,0.7222222222222222,35,46,0.0,35,0,20,26,0.06239069555156777,0.12478139110313549,0.0
activity_no_overlap,missingness_only,random_forest_balanced_depth3,all,aggregate,,81,,,0,,13,0.6,81,0.7530864197530864,0.7826086956521738,0.75,0.7555900621118012,0.6363636363636364,1.0,0.7777777777777778,1.0,0.5652173913043478,0.7222222222222222,35,46,0.0,35,0,20,26,0.06239069555156777,0.12478139110313549,0.0
