sample_id,manufacturer,label,label_strength,source_file,source_event_id,substation_id,window_start,window_end,window_days,window_policy,report_date,possible_anomaly_start,possible_anomaly_end,training_start,training_end,fault_label,expansion_status,exclusion_reason,event67_flag,disturbance_count,disturbance_types,sample_count,expected_sample_count,coverage_rate,outdoor_temperature__mean,outdoor_temperature__std,outdoor_temperature__min,outdoor_temperature__max,outdoor_temperature__median,outdoor_temperature__last_minus_first,outdoor_temperature__missing_rate,s_hc1_supply_temperature__mean,s_hc1_supply_temperature__std,s_hc1_supply_temperature__min,s_hc1_supply_temperature__max,s_hc1_supply_temperature__median,s_hc1_supply_temperature__last_minus_first,s_hc1_supply_temperature__missing_rate,s_hc1_supply_temperature_setpoint__mean,s_hc1_supply_temperature_setpoint__std,s_hc1_supply_temperature_setpoint__min,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint__median,s_hc1_supply_temperature_setpoint__last_minus_first,s_hc1_supply_temperature_setpoint__missing_rate,p_hc1_return_temperature__mean,p_hc1_return_temperature__std,p_hc1_return_temperature__min,p_hc1_return_temperature__max,p_hc1_return_temperature__median,p_hc1_return_temperature__last_minus_first,p_hc1_return_temperature__missing_rate,p_net_meter_energy__mean,p_net_meter_energy__std,p_net_meter_energy__min,p_net_meter_energy__max,p_net_meter_energy__median,p_net_meter_energy__last_minus_first,p_net_meter_energy__missing_rate,p_net_meter_volume__mean,p_net_meter_volume__std,p_net_meter_volume__min,p_net_meter_volume__max,p_net_meter_volume__median,p_net_meter_volume__last_minus_first,p_net_meter_volume__missing_rate,p_net_meter_heat_power__mean,p_net_meter_heat_power__std,p_net_meter_heat_power__min,p_net_meter_heat_power__max,p_net_meter_heat_power__median,p_net_meter_heat_power__last_minus_first,p_net_meter_heat_power__missing_rate,p_net_meter_flow__mean,p_net_meter_flow__std,p_net_meter_flow__min,p_net_meter_flow__max,p_net_meter_flow__median,p_net_meter_flow__last_minus_first,p_net_meter_flow__missing_rate,p_net_supply_temperature__mean,p_net_supply_temperature__std,p_net_supply_temperature__min,p_net_supply_temperature__max,p_net_supply_temperature__median,p_net_supply_temperature__last_minus_first,p_net_supply_temperature__missing_rate,p_net_return_temperature__mean,p_net_return_temperature__std,p_net_return_temperature__min,p_net_return_temperature__max,p_net_return_temperature__median,p_net_return_temperature__last_minus_first,p_net_return_temperature__missing_rate,train_status
normal_0022,manufacturer_1,normal,normal,substation_5.csv,22,5,2017-09-13 00:00:00,2017-09-20 00:00:00,7.0,normal_event_start_to_end,,,,2015-09-14 00:00:00,2017-09-13 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,18.533382936507937,1.44194993907518,15.6,22.9,18.45,-2.849999999999998,0.0,54.91383928571428,1.0041495049870441,51.7,58.3,54.8,-2.1000000000000014,0.0,35.45456349206349,0.9192544839664696,35.0,40.2,35.1,-0.10000000000000142,0.0,39.356150793650784,0.35357707482874756,37.7,40.1,39.4,-0.5499999999999972,0.0,159971.5114656032,69.83891706018895,159851.0,160090.83333333334,159974.66666666666,239.83333333334303,0.00496031746031746,3390.256949152542,2.2994087218528896,3386.34,3394.233333333333,3390.3166666666666,7.893333333332976,0.00496031746031746,0.7991026919242273,1.037200217175248,0.0,14.0,0.8333333333333334,0.8333333333333333,0.00496031746031746,43.83200398803589,20.372495863756328,28.0,288.0,40.0,12.333333333333336,0.00496031746031746,84.54810568295115,0.9810975522824064,80.0,88.0,84.66666666666667,-1.0,0.00496031746031746,60.527417746759724,1.3259720323314816,45.0,61.0,61.0,0.0,0.00496031746031746,
normal_0025,manufacturer_1,normal,normal,substation_20.csv,25,20,2017-01-31 00:00:00,2017-02-07 00:00:00,7.0,normal_event_start_to_end,,,,2015-05-18 17:52:00,2017-01-31 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,5.408234126984127,1.272109983482365,2.5,9.1,5.4,-2.3499999999999996,0.0,60.94935515873016,4.155119965459678,40.4,71.7,61.5,1.4500000000000028,0.0,60.80019841269842,3.8858130626948575,39.9,68.0,61.3,2.3499999999999943,0.0,46.23199404761905,2.766290683020051,36.9,52.9,46.6,1.7999999999999972,0.0,874679.7058531746,4785.048198057293,866401.0,882993.0,874754.4166666667,16592.0,0.0,16042.289087301588,80.2479796777011,15903.6,16181.068333333333,16046.106666666667,277.46833333333234,0.0,97.58978174603175,28.343522172081233,52.0,202.0,88.33333333333333,8.0,0.0,1649.5198412698412,406.78557682033863,829.0,3150.0,1576.3333333333333,226.6666666666663,0.0,97.86153769841269,1.605818630970444,94.53,102.02,97.83,-2.0,0.0,46.39666666666666,4.878714049612675,21.57,54.1,47.67166666666667,1.0816666666666706,0.0,
normal_0026,manufacturer_1,normal,normal,substation_4.csv,26,4,2018-02-19 00:00:00,2018-02-26 00:00:00,7.0,normal_event_start_to_end,,,,2016-02-20 00:00:00,2018-02-19 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,6.621478174603175,3.297001812384063,-0.9,13.0,7.4,-2.4000000000000004,0.0,52.33769841269841,6.403528420076728,35.5,82.2,52.475,3.5,0.0,52.31507936507937,7.5364793601277364,19.8,90.0,52.5,1.7999999999999972,0.0,39.43134920634921,3.700364238369399,30.7,51.7,39.4,8.5,0.0,869783.5701402805,1762.8087281526984,866732.0,872819.0,869846.0833333333,6087.0,0.00992063492063492,17334.71353707415,28.588428876809505,17285.13,17383.718333333334,17336.085,98.58833333333314,0.00992063492063492,35.85070140280561,15.297895577959023,5.0,110.0,33.58333333333333,11.666666666666657,0.00992063492063492,582.7194388777555,191.50483206261165,127.0,1400.0,567.5,124.66666666666674,0.00992063492063492,95.60070140280561,2.3476697078333144,90.0,103.0,95.33333333333331,-0.5,0.00992063492063492,43.04033066132264,3.872916122953702,26.0,54.0,43.66666666666666,2.3333333333333357,0.00992063492063492,
normal_0027,manufacturer_1,normal,normal,substation_12.csv,27,12,2015-06-24 13:34:00,2015-07-01 13:34:00,7.0,normal_event_start_to_end,,,,2015-02-25 14:00:00,2015-06-24 13:34:00,,accepted,,False,0,,1008,1008.0,1.0,21.71622023809524,3.154618986888918,16.0,28.3,21.925,-0.6000000000000014,0.0,32.044940476190476,0.25134039166278654,31.5,32.9,32.05,-0.29999999999999716,0.0,32.02619047619048,0.13345002459765828,32.0,33.0,32.0,0.0,0.0,30.85431547619048,0.20543442882521953,30.3,31.6,30.8,-0.40000000000000213,0.0,185295.6875,382.17907037972725,184637.66666666663,185954.5,185298.5,1316.8333333333721,0.0,3361.3218700396824,8.982495362922053,3345.923333333333,3376.865,3361.3316666666665,30.941666666666606,0.0,7.479166666666667,2.6231777931594706,4.0,14.0,6.5,-5.833333333333334,0.0,185.95734126984127,47.51881627704965,125.0,291.0,167.0,-85.33333333333331,0.0,89.01140873015873,0.7052371978904529,86.0,90.0,89.0,-2.5,0.0,52.545138888888886,2.0914955137283258,48.0,55.0,53.0,5.5,0.0,
normal_0028,manufacturer_1,normal,normal,substation_7.csv,28,7,2019-01-01 10:29:00,2019-01-08 10:29:00,7.0,normal_event_start_to_end,,,,2018-05-23 10:32:00,2019-01-01 10:29:00,,accepted,,False,0,,1008,1008.0,1.0,7.649503968253968,2.2746464858380477,0.6,12.0,7.6,-3.4000000000000004,0.0,54.548908730158736,3.6598066216737255,44.1,69.1,55.025,5.149999999999999,0.0,54.36949404761904,3.4832831654474288,45.8,67.3,54.7,5.850000000000001,0.0,47.34970238095238,3.025456363470384,39.2,58.0,47.6,4.600000000000001,0.0,1116962.827537759,1618.265336792641,1114122.0,1119853.0,1116984.8333333333,5731.0,0.05853174603174603,20694.726994204422,30.841637732442564,20639.985,20749.936666666665,20694.635,109.9516666666641,0.05853174603174603,33.331840533895324,16.74527403075176,10.0,130.0,31.0,37.66666666666667,0.05853174603174603,650.362574639972,255.6241270529953,216.0,1826.0,640.0,401.0,0.05853174603174603,93.37759044608359,1.0038534476279506,91.0,96.0,93.5,4.0,0.05853174603174603,49.30031612223393,3.2481320887434286,32.0,57.0,50.0,-6.0,0.05853174603174603,
normal_0030,manufacturer_1,normal,normal,substation_16.csv,30,16,2018-02-28 00:00:00,2018-03-07 00:00:00,7.0,normal_event_start_to_end,,,,2017-08-08 13:39:00,2018-02-28 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,3.615823412698413,3.826333664408757,-3.5,13.8,3.8,-11.25,0.0,70.06021825396824,0.8291096383694183,67.0,73.0,70.1,1.25,0.0,70.0,0.0,70.0,70.0,70.0,0.0,0.0,43.92227182539682,1.2666537080853615,39.1,47.8,44.05,1.0,0.0,1190390.9843907352,971.0510823500539,1188890.0,1192176.6666666667,1190310.0,3286.6666666667443,0.01488095238095238,31660.487638469283,21.93769836024979,31625.3,31699.716666666667,31659.7,74.41666666666788,0.01488095238095238,19.23590130916415,4.104197008306525,9.0,37.0,20.0,12.5,0.01488095238095238,448.0966767371601,80.00064716871066,240.0,960.0,480.0,250.0,0.01488095238095238,83.29348942598187,3.369470557439207,76.71,88.44,84.02,7.950000000000003,0.01488095238095238,44.368023665659614,1.344158873851008,40.17,46.95,44.513333333333335,4.524999999999999,0.01488095238095238,
normal_0031,manufacturer_1,normal,normal,substation_3.csv,31,3,2019-09-01 00:00:00,2019-09-08 00:00:00,7.0,normal_event_start_to_end,,,,2017-08-31 00:00:00,2019-09-01 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,16.93150297619048,2.3717189740247115,12.46,23.43,16.8,-1.6099999999999994,0.0,55.95346726190476,6.107856232153069,45.18,68.98,54.275000000000006,9.670000000000002,0.0,55.042410714285715,0.07186300801413639,55.0,55.36,55.0,0.20000000000000284,0.0,44.996874999999996,2.742603279189473,35.15,50.04,45.16,-1.9499999999999957,0.0,1735.3933531746031,246.7894669520499,1287.0,2183.0,1759.0,896.0,0.0,35.101686507936506,4.938735604116195,26.2,44.0,35.55,17.8,0.0,5.263144841269841,7.861616767779333,0.0,31.6,0.2,18.0,0.0,106.0203373015873,155.10243862625322,0.0,527.0,5.5,359.0,0.0,87.09426091269842,1.0288833837025193,84.03,89.31,87.21,2.210000000000008,0.0,44.67847718253968,2.498371165004972,35.38,49.26,44.915,-1.7899999999999991,0.0,
normal_0033,manufacturer_1,normal,normal,substation_3.csv,33,3,2019-01-11 00:00:00,2019-01-18 00:00:00,7.0,normal_event_start_to_end,,,,2017-01-11 00:00:00,2019-01-11 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,-1.395386904761905,3.309909746713259,-6.6,4.4,-1.75,-3.95,0.0,65.96666666666665,2.251550276910072,56.4,71.5,66.2,1.25,0.0,65.96463293650794,2.1358972970026215,57.2,71.3,66.2,3.0,0.0,50.104662698412696,2.160624906229567,41.3,54.4,50.6,2.1499999999999986,0.0,3130459.4146825396,8359.470436743179,3117870.0,3146263.333333333,3129607.5,28393.333333333023,0.0,63410.5742063492,137.2745507551802,63197.5,63660.71666666667,63401.35833333334,463.21666666666715,0.0,167.92559523809524,43.183879307709965,66.0,245.0,170.5,43.0,0.0,2763.0714285714284,673.2056107141884,1128.0,4488.0,2856.0,452.0,0.0,103.69307539682539,4.723477460974366,91.08,110.05,102.74000000000001,8.240000000000009,0.0,50.67643849206349,2.2470681629859377,42.43,54.81,51.068333333333335,2.2049999999999983,0.0,
normal_0035,manufacturer_1,normal,normal,substation_11.csv,35,11,2017-10-31 00:00:00,2017-11-07 00:00:00,7.0,normal_event_start_to_end,,,,2015-11-01 00:00:00,2017-10-31 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,16.326934523809527,3.0296122073280327,10.0,24.0,16.2,-1.1499999999999986,0.0,46.11852678571429,9.62254532272318,27.4,74.6,44.3,-20.14999999999999,0.0,31.25674603174603,19.06068378788526,10.0,58.0,48.0,0.05000000000000426,0.0,31.37108134920635,4.571129151456378,21.0,49.5,30.325000000000003,-1.0999999999999979,0.0,244115.58091182364,168.36009628154065,243802.0,244396.5,244141.16666666666,594.5,0.00992063492063492,5126.573171342686,4.904188648968332,5117.84,5134.885,5126.896666666667,17.045000000000073,0.00992063492063492,2.996993987975952,3.377041982705594,1.0,31.0,2.0,1.5,0.00992063492063492,99.69564128256513,59.743573200995556,53.0,566.0,78.0,24.5,0.00992063492063492,83.19564128256513,1.8612325634106055,79.0,89.0,83.0,-0.1666666666666714,0.00992063492063492,55.96568136272545,4.680180066423396,38.0,60.0,58.5,-11.666666666666671,0.00992063492063492,
normal_0039,manufacturer_1,normal,normal,substation_15.csv,39,15,2018-09-30 00:00:00,2018-10-07 00:00:00,7.0,normal_event_start_to_end,,,,2017-06-05 10:34:00,2018-09-30 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,19.659920634920635,3.448158524946132,13.2,27.4,19.25,2.349999999999998,0.0,65.1155257936508,8.011304669265972,39.8,84.9,65.1,2.5500000000000043,0.0,54.86805555555556,23.00493635531091,10.0,87.0,65.075,16.099999999999994,0.0,49.98244047619047,6.520480620610894,28.9,68.8,48.4,-6.900000000000006,0.0,292353.7073412698,332.2150310000475,291756.0,292921.0,292384.6666666666,1165.0,0.0,6368.8678323412705,8.430262971518106,6353.86,6383.34,6369.424999999999,29.480000000000473,0.0,6.019345238095238,5.6802644154948,2.0,64.0,4.5,3.166666666666667,0.0,165.8154761904762,101.23825637260127,78.0,1033.0,132.25,104.16666666666663,0.0,87.62400793650794,1.0423023784867393,85.0,90.0,87.66666666666667,1.8333333333333286,0.0,56.39186507936508,3.47778561567202,34.0,63.0,57.5,0.5,0.0,
normal_0041,manufacturer_1,normal,normal,substation_2.csv,41,2,2016-09-16 00:00:00,2016-09-23 00:00:00,7.0,normal_event_start_to_end,,,,2015-02-26 11:00:00,2016-09-16 00:00:00,,accepted,,False,0,,1008,1008.0,1.0,20.31512896825397,1.6972966949649535,16.4,24.8,20.325000000000003,-4.600000000000001,0.0,35.48526785714286,11.434336681255125,19.8,72.2,39.975,19.500000000000004,0.0,29.715178571428574,14.243096126090624,10.0,44.3,40.0,30.0,0.0,25.24082341269841,6.108092261828922,19.9,48.9,23.0,17.6,0.0,185503.29613095237,15.607257024540862,185486.0,185530.66666666663,185500.91666666666,44.66666666662786,0.0,3687.827341269842,0.5005915535651493,3687.26,3688.768333333333,3687.7683333333325,1.5083333333327573,0.0,0.2524801587301587,0.9531068610397395,0.0,13.0,0.0,3.0,0.0,13.57093253968254,31.59974217801039,0.0,383.0,2.333333333333333,89.33333333333331,0.0,40.66220238095238,15.302885840219032,20.0,69.16666666666667,44.0,48.16666666666667,0.0,26.92906746031746,6.512561004262431,20.0,45.0,24.0,14.666666666666671,0.0,
