sample_id,manufacturer,source_event_id,substation_id,manufacturer_substation_id,label,y,window_policy,fault_group,fault_label,sample_count,expected_sample_count,coverage_rate,main_eligible,common10_ready,dhw_supply_available,dhw_storage_available,dhw_return_available,multi_circuit_available,system_capability_group,outdoor_temperature__last_12h_mean_minus_prev_12h_mean,outdoor_temperature__last_6h_mean_minus_prev_6h_mean,outdoor_temperature__last_minus_first,p_hc1_return_temperature__last_12h_mean_minus_prev_12h_mean,p_hc1_return_temperature__last_1d_mean_minus_prev_6d_mean,p_net_meter_flow__last_1d_std_minus_prev_6d_std,p_net_return_temperature__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_1d_mean_minus_prev_6d_mean,p_return_gap__last_minus_first,s_hc1_supply_temperature__last_1d_mean_minus_prev_6d_mean,s_hc1_supply_temperature__last_1d_std_minus_prev_6d_std,s_hc1_supply_temperature_error__last_minus_first,s_hc1_supply_temperature_setpoint__last_1d_mean_minus_prev_6d_mean,exclude_reason,fault_label_unknown,training_end_missing,low_coverage_flag,long_anomaly_flag,anomaly_metadata_missing,anomaly_start_to_report_days,special_event_reason
M1_normal_0022,M1,22,5,M1_5,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,0.8687499999999986,-0.38888888888888573,-2.849999999999998,0.054861111111108585,-0.25630787037036384,-15.647508978350142,0.4545013581684074,-0.7092537349631414,-0.5499999999999972,-0.5934027777777828,-0.09988054529494195,-2.0,0.25190972222221575,,,,,,,,
M1_normal_0025,M1,25,20,M1_20,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,0.36666666666666714,-1.2777777777777768,-2.3499999999999996,3.959027777777777,1.2780092592592638,32.2597635299349,0.2697916666666629,1.0082175925925916,0.7183333333333266,1.8739004629629648,-0.042463778885244885,-0.8999999999999915,1.5763888888888857,,,,,,,,
M1_normal_0026,M1,26,4,M1_4,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,-0.3256944444444452,-1.9819444444444452,-2.4000000000000004,2.1243055555555515,-0.10341435185184622,61.450537276240084,-0.8586716107207906,0.7053612086911265,6.166666666666664,0.05445601851852899,0.945282680593273,1.7000000000000028,-0.2772569444444386,,,,,,,,
M1_normal_0027,M1,27,12,M1_12,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,-3.8854166666666714,2.69166666666667,-0.6000000000000014,-0.12916666666666288,0.0703125,2.7605536864658333,0.8668981481481453,-0.7965856481481488,-5.900000000000002,0.12013888888888147,-0.06022192123413825,-0.29999999999999716,-0.030555555555558556,,,,,,,,
M1_normal_0028,M1,28,7,M1_7,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,-1.989583333333333,1.5166666666666684,-3.4000000000000004,-2.36666666666666,1.639351851851849,18.696102881867347,0.619206116655981,1.042508012086805,10.600000000000001,2.8515046296296305,-1.4964224785161595,-0.7000000000000028,2.809259259259264,,,,,,,,
M1_normal_0030,M1,30,16,M1_16,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,True,False,dhw_return,3.020138888888889,-5.029166666666668,-11.25,1.1583333333333385,0.3118634259259139,-53.59041340394215,0.548169448048121,-0.20579416794433375,-3.5249999999999986,0.007523148148138148,-0.047543474703833244,1.25,0.0,,,,,,,,
M1_normal_0031,M1,31,3,M1_3,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,True,False,False,dhw_storage,2.0397222222222204,-1.032500000000006,-1.6099999999999994,1.799861111111106,-1.4993287037037106,10.186666236064497,-1.3014062499999923,-0.19792245370370365,-0.1599999999999966,0.4256770833333263,0.22384341027974397,9.469999999999999,-0.005081018518524161,,,,,,,,
M1_normal_0033,M1,33,3,M1_3,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,True,False,False,dhw_storage,3.5187499999999994,1.8791666666666664,-3.95,0.73888888888888,1.5047453703703724,-226.27332374809447,1.569675925925921,-0.0649305555555556,-0.054999999999999716,2.5711226851851734,-0.8997103460990548,-1.75,2.540682870370361,,,,,,,,
M1_normal_0035,M1,35,11,M1_11,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,2.240277777777779,-2.7888888888888896,-1.1499999999999986,0.4854166666666657,1.3045138888888914,28.16310405214024,-1.8588992974238892,3.1238965326567794,10.566666666666674,3.0975983796296305,-0.39868154122644306,-20.199999999999996,12.410243055555554,,,,,,,,
M1_normal_0039,M1,39,15,M1_15,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,3.732638888888893,-2.276388888888892,2.349999999999998,0.2812500000000071,0.33686342592593377,-51.73755577828767,0.4785879629629619,-0.14172453703703702,-7.400000000000006,0.8937499999999972,-0.14425807176268446,-13.54999999999999,12.038541666666653,,,,,,,,
M1_normal_0041,M1,41,2,M1_2,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.08819444444444358,-0.6416666666666622,-4.600000000000001,1.4236111111111107,2.846354166666668,42.62459973776383,9.100115740740737,-6.2537615740740735,2.93333333333333,9.56157407407408,-7.796603139038237,-10.499999999999996,12.006249999999994,,,,,,,,
M1_normal_0042,M1,42,22,M1_22,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,0.29145138888888766,-3.7986574074074078,-3.4499999999999993,0.9110023148148159,-1.2590367476851938,33.95085104323931,-0.18805941358024114,-1.0709773341049384,8.389999999999997,1.641854456018514,0.6685851264120375,2.799999999999997,1.8051042631172862,,,,,,,,
M1_normal_0043,M1,43,25,M1_25,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,-1.194583333333334,-5.36861111111111,-2.8599999999999994,3.043888888888887,1.2105729166666706,-106.86706871284207,1.2247685185185162,-0.014195601851851647,-2.499999999999993,0.46863425925926805,-0.08249214416472928,-1.4599999999999937,0.6967303240740677,,,,,,,,
M1_normal_0046,M1,46,4,M1_4,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,3.729861111111113,-1.594444444444445,1.0500000000000043,0.013194444444437181,0.9612847222222172,27.61927457244559,0.27314814814814525,0.688136574074079,2.566666666666663,2.665567129629636,-1.1251079259853247,6.200000000000003,-0.38593749999999716,,,,,,,,
M1_normal_0048,M1,48,11,M1_11,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,3.34513888888889,-2.8125000000000018,-2.549999999999999,-0.3659722222222115,-2.125636574074079,15.918338714028025,-3.545828874989482,1.3826469658614116,-11.549999999999997,1.8754050925925938,1.9817629003741395,-4.5,1.2225694444444457,,,,,,,,
M1_normal_0050,M1,50,17,M1_17,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,True,False,False,dhw_storage,1.0465277777777775,-3.399999999999997,-2.25,0.11111111111111427,-0.08026620370372939,68.80500588474513,0.023053917714875638,-0.11232933700209613,0.8783333333333445,-0.12644675925926663,0.13060648864505353,0.8499999999999943,0.353356481481498,,,,,,,,
M1_normal_0051,M1,51,20,M1_20,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,5.038194444444443,-2.773333333333335,0.35999999999999943,-5.8572222222222265,-0.05401620370371063,28.948060699654206,0.23101851851852473,-0.28503472222222204,2.420000000000009,-0.4693402777777749,0.3441716889845532,-0.19999999999999574,-0.5174247685185236,,,,,,,,
M1_normal_0054,M1,54,22,M1_22,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,-0.025416666666664867,-3.54638888888889,-4.800000000000001,0.541157407407411,3.290046296296296,-26.00427038586139,0.1653163580246968,3.124729938271603,15.580000000000002,3.127680362654317,-0.1655982882285798,-3.6700000000000017,2.869871720679008,,,,,,,,
M1_normal_0055,M1,55,23,M1_23,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,True,dhw_storage_return,-0.0006944444444432207,-2.455555555555552,1.25,2.1381944444444443,-2.136574074074076,-299.36879192130607,1.7251446759259252,-3.8617187500000005,-23.736666666666675,-2.6391782407407476,-1.2221718967303703,4.950000000000003,-2.49079861111111,,,,,,,,
M1_normal_0056,M1,56,2,M1_2,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.5888888888888886,-0.10694444444444384,-3.6,4.62777777777778,3.960300925925928,-41.943141281686785,3.894667852199504,-0.7205874804066252,-1.1166666666666742,5.00364583333333,-0.47049945665074944,-0.8000000000000043,5.055555555555564,,,,,,,,
M1_normal_0058,M1,58,5,M1_5,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,1.1645833333333337,-0.31944444444444375,-5.75,3.44305555555556,2.6053819444444457,-5.915595254522284,0.7120169789227191,1.9044236273744461,10.716666666666669,1.1197337962962948,-3.113119863652817,1.04999999999999,0.9968171296296333,,,,,,,,
M1_normal_0059,M1,59,22,M1_22,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,-0.02777777777777768,-0.1277777777777782,-1.3500000000000005,0.7548611111111185,0.5504050925925981,-35.16128113342725,-0.22973904341093743,1.4893985913631305,-5.649999999999999,0.6231481481481396,-3.4703965879629517,-1.0500000000000043,0.39814814814815236,,,,,,,,
M1_normal_0061,M1,61,14,M1_14,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,-0.22277777777777885,-2.193611111111112,-6.040000000000001,-4.0872222222222305,1.0141608796296424,-44.30850744860663,0.9664351851851833,0.04772569444444441,1.7800000000000011,1.345422453703705,-1.6853112869044686,1.2100000000000009,1.6513020833333414,,,,,,,,
M1_normal_0066,M1,66,19,M1_19,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,True,dhw_storage_return,6.323611111111109,-2.7652777777777793,-2.6999999999999993,1.5006944444444485,0.8075231481481495,158.19922408029902,-2.1624016203703675,2.969924768518519,-1.3033333333333275,0.6489004629629562,0.42921881170304776,-0.25,0.9515624999999943,,,,,,,,
M1_normal_0068,M1,68,13,M1_13,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,-2.606944444444446,-2.34611111111111,3.219999999999999,2.7405555555555523,-3.1499537037036944,-222.57453013086223,-0.7847222222222214,-2.3652314814814828,-1.1999999999999957,-4.055717592592593,-3.237947993239361,-0.7899999999999991,-4.068217592592589,,,,,,,,
M2_normal_0043,M2,43,24,M2_24,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,2.8722222222222222,-1.4749999999999999,-0.7,-0.9222222222222243,-2.6724537037037095,-14483.172437439804,-2.700231481481481,0.02777777777777768,0.19999999999999574,2.7192129629629562,-0.23431775099259955,0.7999999999999972,2.879398148148155,,,,,,,,
M2_normal_0044,M2,44,53,M2_53,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,True,False,False,dhw_storage,0.5847222222222221,-0.13333333333333286,-0.09999999999999964,-0.14999999999999858,0.25150462962964326,993.0314150388294,0.004629629629633314,0.24687500000000007,-0.8000000000000043,-0.2738425925926009,0.3664043211617374,-2.0999999999999943,0.28319561273295335,,,,,,,,
M2_normal_0045,M2,45,53,M2_53,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,True,False,False,dhw_storage,1.255555555555555,-2.4305555555555554,-4.6000000000000005,-0.5777777777777828,2.3957175925925966,10805.994229790565,2.399305555555557,-0.0035879629629627097,0.6000000000000014,0.11018518518520182,0.7730655238416482,0.7999999999999972,0.5342334494773553,,,,,,,,
M2_normal_0046,M2,46,8,M2_8,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.15972222222222188,-0.8444444444444446,0.20000000000000018,-1.1680555555555472,1.9790509259259181,-2268.9878874419082,2.2604166666666643,-0.2813657407407406,2.5999999999999943,0.8439814814814781,-2.428952445342267,2.299999999999997,0.8006944444444315,,,,,,,,
M2_normal_0047,M2,47,35,M2_35,normal,0,normal_event_7d,normal,,1007,1008,0.9990079365079365,True,True,False,True,False,False,dhw_storage,-0.15833333333333233,-1.0388888888888896,-1.9999999999999996,-1.3638888888888872,0.6358632676709135,-16036.230479416496,0.22618127977339952,0.40968198789751487,5.0,-0.3252357731427793,-0.15856082312083064,0.8000000000000043,0.0,,,,,,,,
M2_normal_0048,M2,48,59,M2_59,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,3.4805555555555543,-4.722222222222218,3.0,-1.9388888888888829,-3.89513888888888,-33395.44429498151,-3.9791666666666643,0.08402777777777759,-0.1999999999999993,-9.427546296296299,-0.06887578383780735,-0.10000000000000142,-9.474074074074068,,,,,,,,
M2_normal_0049,M2,49,43,M2_43,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,1.1944444444444429,-2.1611111111111105,-4.0,2.8874999999999957,1.6515046296296347,-12134.464436051989,0.8379629629629619,0.8135416666666666,-6.300000000000004,4.407754629629629,-2.4673488126957155,0.6000000000000014,4.501388888888904,,,,,,,,
M2_normal_0050,M2,50,11,M2_11,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,3.875,-2.1833333333333336,3.6000000000000005,-4.229166666666668,-4.975694444444443,-18135.308534684154,-4.886574074074069,-0.08912037037037046,-2.0000000000000036,-8.498148148148154,0.146048961712669,-1.2999999999999972,-8.407986111111107,,,,,,,,
M2_normal_0051,M2,51,26,M2_26,normal,0,normal_event_7d,normal,,864,864,1.0,True,True,True,True,False,False,dhw_storage,1.8458333333333332,-2.147222222222222,-6.7,-0.30555555555555003,0.3376388888888826,-12680.090741841443,0.40833333333333144,-0.07069444444444453,0.30000000000000426,-1.2126388888888755,-1.2093204607623926,0.8000000000000043,-1.1765277777777925,,,,,,,,
M2_normal_0052,M2,52,52,M2_52,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,5.230555555555556,-5.15,1.1999999999999993,-7.4069444444444414,-3.7194444444444485,25590.04037747209,0.13888888888888573,-3.8583333333333343,-0.29999999999999716,-4.989814814814814,2.25149044957025,2.3999999999999986,-5.030787037037037,,,,,,,,
M2_normal_0053,M2,53,52,M2_52,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,8.381944444444446,1.2888888888888879,-2.6999999999999993,-12.163888888888884,2.3136574074074048,56990.4740954607,-0.31018518518518334,2.62384259259259,5.200000000000003,3.0107638888888886,-1.2529608844175586,0.7999999999999972,0.4353579812206547,,,,,,,,
M2_normal_0054,M2,54,52,M2_52,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,4.029166666666669,-6.480555555555558,-1.9999999999999982,-3.69027777777778,1.1618055555555529,39684.37977503557,-0.9594907407407405,2.121296296296297,-0.8999999999999986,2.011111111111113,1.4939492305691955,0.19999999999999574,1.8305788200260622,,,,,,,,
M2_normal_0055,M2,55,52,M2_52,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,3.8194444444444455,0.4472222222222211,3.7,-0.22222222222223564,2.001388888888897,57445.71497668943,0.7465277777777786,1.2548611111111114,-1.8999999999999986,3.6853009259259295,-2.343607243070105,-1.0,3.809259259259264,,,,,,,,
M2_normal_0056,M2,56,19,M2_19,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,7.634722222222221,-9.208333333333329,3.6999999999999993,7.06527777777778,-0.8439814814814781,67762.4145161329,-0.5567129629629619,-0.28726851851851265,-0.10000000000000142,-1.1045138888888886,0.8067936827895084,8.0,-2.4725738345719535,,,,,,,,
M2_normal_0057,M2,57,19,M2_19,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,3.149999999999997,-0.8611111111111089,-1.5999999999999996,1.4555555555555593,-0.5633101851851805,-84104.93619433753,0.049768518518519045,-0.6130787037037049,7.400000000000002,-1.8269675925926023,-0.9817330297732951,5.100000000000001,-2.267129629629636,,,,,,,,
M2_normal_0058,M2,58,19,M2_19,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,True,dhw_storage,2.441666666666668,-5.788888888888892,-13.8,-2.0625,-9.18252314814815,24702.652313600352,-1.525462962962962,-7.657060185185188,-11.899999999999999,7.522916666666667,2.178385627514167,-6.0,13.973593405728671,,,,,,,,
M2_normal_0059,M2,59,10,M2_10,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.09999999999999787,-0.08055555555555927,1.3999999999999986,-1.7013888888888857,0.08703703703704235,81322.89362844534,-0.1145833333333286,0.20162037037037028,0.8999999999999986,-0.004166666666677088,0.02915854391225725,1.3000000000000114,0.00034722222223138033,,,,,,,,
M2_normal_0060,M2,60,10,M2_10,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.14583333333333925,-0.21111111111110503,2.1999999999999993,0.09305555555556566,0.13067129629629903,-65302.504565464566,-0.0034722222222143273,0.13414351851851872,-3.9000000000000057,-0.16562499999999147,-0.18707744725267883,-2.200000000000003,-0.1167824074074133,,,,,,,,
M2_normal_0061,M2,61,4,M2_4,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,4.394444444444445,-6.136111111111112,-1.2999999999999998,-4.084722222222219,2.0848379629629648,-15501.547673690511,2.0023148148148167,0.08252314814814832,-1.2999999999999972,2.3745370370370296,2.576000561440452,1.09999999999998,1.9690972222222314,,,,,,,,
M2_normal_0062,M2,62,4,M2_4,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,-0.39861111111111214,-2.1166666666666707,-0.20000000000000284,1.0125000000000242,-0.287037037037031,-2509.829405051554,-0.27430555555555713,-0.0127314814814814,-0.7999999999999972,-0.20659722222222854,-0.13335677405307478,0.6999999999999886,0.023958333333325754,,,,,,,,
M2_normal_0063,M2,63,4,M2_4,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,2.1083333333333325,0.4250000000000025,6.0,-1.0833333333333286,-0.06817129629629193,-237328.9855144494,0.10648148148148096,-0.17465277777777777,1.9000000000000057,-2.3843750000000057,-2.455980953345811,-1.8999999999999915,-2.87777777777778,,,,,,,,
M2_normal_0064,M2,64,7,M2_7,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,-1.7263888888888914,-5.1249999999999964,-3.9000000000000004,0.15972222222222854,0.04479166666666856,-24858.367471948724,-0.7766203703703738,0.8214120370370352,7.699999999999996,-0.8287037037036953,-0.6919854113812631,0.0,0.21479965469412576,,,,,,,,
M2_normal_0065,M2,65,9,M2_9,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.6736111111111116,-0.34444444444444366,4.2,-0.8847222222222157,-0.1874999999999929,-64140.68390748915,-0.11574074074074048,-0.07175925925925919,-0.6000000000000014,2.444907407407399,-2.1285194243251535,-2.9000000000000057,2.421643518518522,,,,,,,,
M2_normal_0066,M2,66,12,M2_12,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,1.340277777777776,1.855555555555556,0.6999999999999993,-0.25833333333333286,0.047222222222224275,35543.309965233406,0.13194444444444287,-0.0847222222222222,-1.3999999999999986,0.3289351851851734,-0.5527361763227097,0.30000000000001137,0.2289351851851933,,,,,,,,
M2_normal_0067,M2,67,31,M2_31,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,False,False,False,False,heating_common_only,0.9430555555555551,-0.344444444444445,-0.2999999999999998,-0.06666666666666998,-0.0016203703703610017,-4702.864645442693,0.10532407407407618,-0.10694444444444473,-0.29999999999999716,-0.5421296296296418,-1.1942933756472227,-0.19999999999999574,-0.9424768518518505,,,,,,,,
M2_normal_0068,M2,68,40,M2_40,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,2.1541666666666615,-2.697222222222223,2.5,0.23472222222221717,-1.787037037037038,-13541.257034666254,-0.04629629629629051,-1.7407407407407423,-2.5,-1.4228009259259409,-0.3589950284597876,-5.300000000000004,0.6716358839050081,,,,,,,,
M2_normal_0069,M2,69,40,M2_40,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,1.2152777777777777,0.35833333333333295,-1.4000000000000004,0.040277777777774304,4.3443287037037095,-21759.727183564857,3.525462962962962,0.8188657407407408,-1.4000000000000057,1.0309027777777828,-1.4484938461113588,0.19999999999999574,1.0802083333333385,,,,,,,,
M2_normal_0070,M2,70,49,M2_49,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,True,False,dhw_storage_return,4.444444444444445,-6.263888888888887,4.9,-3.98888888888888,2.1297453703703795,15017.891387836367,1.7604166666666714,0.3693287037037041,-2.8999999999999986,-0.8797453703703582,-1.2035367035050362,-1.8999999999999986,-1.10833333333332,,,,,,,,
M2_normal_0071,M2,71,55,M2_55,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,False,True,True,dhw_supply,0.8569444444444443,-1.8555555555555543,-5.199999999999999,-0.8472222222222214,0.8239583333333371,-6842.886957193565,0.7395833333333357,0.08437499999999987,0.3000000000000007,4.779398148148147,-1.994507778689508,2.5,5.176041666666677,,,,,,,,
M2_normal_0072,M2,72,60,M2_60,normal,0,normal_event_7d,normal,,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,3.554166666666667,-3.1277777777777818,10.200000000000001,-3.99861111111111,-6.546759259259261,5681.158422627923,-0.8449074074074119,-5.701851851851851,-10.599999999999994,-7.967129629629632,-1.364420275458797,0.5,-8.573842592592584,,,,,,,,
M1_pre_event_0001_report_pre_7d,M1,1,10,M1_10,pre_event,1,report_pre_7d,valve_actuator,Motorised control valve (primary side): Actuator defective,1008,1008,1.0,True,True,True,True,False,False,dhw_storage,0.32986111111110894,3.3472222222222205,-8.6,-0.9513888888888928,-5.738657407407409,-191.78493571964262,-11.28277875357793,5.5521971766848806,15.26666666666667,-5.220196759259252,-7.202120264109629,-7.200000000000003,-2.9186342592592567,,False,False,False,False,False,0.9472222222222222,
