dataset_id,model,fold,quality_check,passed,detail
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
system_heating_common_only__all_faults__report_pre_7d,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,logistic_balanced,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_control_controller__report_pre_7d,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_flow_air_strainer__report_pre_7d,,,skipped_insufficient_data_audit_only,True,"rows=68, label_counts={0: 65, 1: 3}"
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,logistic_balanced,5.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_leakage_water_loss__report_pre_7d,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,logistic_balanced,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pressure_regulator__report_pre_7d,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,logistic_balanced,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_pump_failure__report_pre_7d,xgboost_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,2.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,3.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,4.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,dummy_most_frequent,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,2.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,3.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,4.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,logistic_balanced,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,random_forest_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,2.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,3.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,4.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,hist_gradient_boosting,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,2.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,3.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,4.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,lightgbm_depth3,5.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,1.0,train_test_group_overlap_zero,True,
all_systems__fault_valve_actuator__report_pre_7d,xgboost_depth3,2.0,train_test_group_overlap_zero,True,
