candidate_type,feature_set,model,threshold_policy,min_leave_manufacturer_ba,min_recall,max_normal_fpr,candidate_pass,decision
system_specific_threshold,common13,random_forest_depth5,fallback_0.4,0.7126373626373627,0.6538461538461539,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,common13,random_forest_depth5,fallback_0.5,0.7126373626373627,0.6538461538461539,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,common13,random_forest_depth5,fallback_0.6,0.7126373626373627,0.6538461538461539,0.26666666666666666,False,label_window_recheck_required
system_aux_model,common13,random_forest_depth3,dhw_storage_return@0.4,,0.8,0.4166666666666667,False,system_aux_model_not_locked
system_specific_threshold,common13,random_forest_depth3,fallback_0.4,0.6952380952380952,0.5238095238095238,0.14285714285714285,False,label_window_recheck_required
system_specific_threshold,common13,random_forest_depth3,fallback_0.5,0.6952380952380952,0.5238095238095238,0.14285714285714285,False,label_window_recheck_required
system_specific_threshold,common13,random_forest_depth3,fallback_0.6,0.6952380952380952,0.5238095238095238,0.14285714285714285,False,label_window_recheck_required
system_aux_model,common13,xgboost_depth3,heating_common_only@0.6,,0.6,0.25,False,system_aux_model_not_locked
system_aux_model,common13,extra_trees_depth3,dhw_storage_return@0.6,,0.3,0.0,False,system_aux_model_not_locked
system_aux_model,common13,extra_trees_depth3,dhw_storage@0.4,,1.0,0.7058823529411765,False,system_aux_model_not_locked
system_aux_model,common13,logistic_balanced,heating_common_only@0.4,,0.5,0.25,False,system_aux_model_not_locked
system_specific_threshold,common13,extra_trees_depth5,fallback_0.5,0.6547619047619048,0.47619047619047616,0.22857142857142856,False,label_window_recheck_required
system_specific_threshold,common13,extra_trees_depth5,fallback_0.6,0.6547619047619048,0.47619047619047616,0.22857142857142856,False,label_window_recheck_required
system_specific_threshold,common13,extra_trees_depth3,fallback_0.5,0.6214285714285714,0.5,0.2571428571428571,False,label_window_recheck_required
system_specific_threshold,common13,extra_trees_depth3,fallback_0.6,0.6214285714285714,0.5,0.2571428571428571,False,label_window_recheck_required
system_aux_model,common13,random_forest_depth3,heating_common_only@0.6,,0.3,0.0625,False,system_aux_model_not_locked
system_specific_threshold,common13,extra_trees_depth5,fallback_0.4,0.6406593406593406,0.47619047619047616,0.2571428571428571,False,label_window_recheck_required
system_specific_threshold,common13,extra_trees_depth3,fallback_0.4,0.6071428571428572,0.5,0.2857142857142857,False,label_window_recheck_required
system_aux_model,common13,logistic_balanced,dhw_storage_return@0.4,,0.6,0.4166666666666667,False,system_aux_model_not_locked
system_specific_threshold,common13,hist_gradient_boosting,fallback_0.4,0.6697802197802198,0.47619047619047616,0.3142857142857143,False,label_window_recheck_required
system_specific_threshold,common13,hist_gradient_boosting,fallback_0.5,0.6697802197802198,0.47619047619047616,0.3142857142857143,False,label_window_recheck_required
system_specific_threshold,common13,hist_gradient_boosting,fallback_0.6,0.6697802197802198,0.47619047619047616,0.3142857142857143,False,label_window_recheck_required
system_aux_model,common13,extra_trees_depth3,dhw_storage@0.6,,0.18518518518518517,0.029411764705882353,False,system_aux_model_not_locked
system_aux_model,common13,extra_trees_depth3,heating_common_only@0.5,,0.2,0.125,False,system_aux_model_not_locked
system_specific_threshold,common13,dummy_most_frequent,fallback_0.4,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,common13,dummy_most_frequent,fallback_0.5,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,common13,dummy_most_frequent,fallback_0.6,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common,dummy_most_frequent,fallback_0.4,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common,dummy_most_frequent,fallback_0.5,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common,dummy_most_frequent,fallback_0.6,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,dummy_most_frequent,fallback_0.4,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,dummy_most_frequent,fallback_0.5,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,dummy_most_frequent,fallback_0.6,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,dummy_most_frequent,fallback_0.4,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,dummy_most_frequent,fallback_0.5,0.5,0.0,0.0,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,dummy_most_frequent,fallback_0.6,0.5,0.0,0.0,False,label_window_recheck_required
system_aux_model,common13,dummy_most_frequent,dhw_storage@0.4,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,dhw_storage@0.5,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,dhw_storage@0.6,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,hist_gradient_boosting,dhw_storage_return@0.6,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,heating_common_only@0.4,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,heating_common_only@0.5,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,heating_common_only@0.6,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,extra_trees_depth3,heating_common_only@0.6,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,hist_gradient_boosting,heating_common_only@0.5,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,hist_gradient_boosting,heating_common_only@0.6,,0.0,0.0,False,system_aux_model_not_locked
system_aux_model,common13,logistic_balanced,dhw_storage_return@0.5,,0.4,0.4166666666666667,False,system_aux_model_not_locked
system_aux_model,common13,logistic_balanced,dhw_storage_return@0.6,,0.4,0.4166666666666667,False,system_aux_model_not_locked
system_specific_threshold,standard_optional_dhw,lightgbm_depth3,fallback_0.4,0.5,0.16666666666666666,0.22448979591836735,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,lightgbm_depth3,fallback_0.5,0.5,0.16666666666666666,0.22448979591836735,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,lightgbm_depth3,fallback_0.6,0.5,0.16666666666666666,0.22448979591836735,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth5,fallback_0.6,0.5,0.0,0.061224489795918366,False,label_window_recheck_required
system_specific_threshold,common13,logistic_balanced,fallback_0.4,0.5571428571428572,0.5,0.6,False,label_window_recheck_required
system_specific_threshold,common13,logistic_balanced,fallback_0.5,0.5571428571428572,0.5,0.6,False,label_window_recheck_required
system_specific_threshold,common13,logistic_balanced,fallback_0.6,0.5571428571428572,0.5,0.6,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth3,fallback_0.5,0.44999999999999996,0.3333333333333333,0.43333333333333335,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth3,fallback_0.6,0.44999999999999996,0.3333333333333333,0.43333333333333335,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth5,fallback_0.5,0.4818681318681319,0.19230769230769232,0.3,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth5,fallback_0.6,0.4928571428571428,0.19230769230769232,0.3,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,extra_trees_depth3,fallback_0.6,0.5166666666666666,0.2692307692307692,0.38461538461538464,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth5,fallback_0.4,0.4666666666666667,0.0,0.12244897959183673,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth5,fallback_0.5,0.4666666666666667,0.0,0.12244897959183673,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth3,fallback_0.4,0.43333333333333335,0.3333333333333333,0.4666666666666667,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,xgboost_depth3,fallback_0.4,0.430952380952381,0.09523809523809523,0.23333333333333334,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,xgboost_depth3,fallback_0.5,0.430952380952381,0.09523809523809523,0.23333333333333334,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,xgboost_depth3,fallback_0.6,0.430952380952381,0.09523809523809523,0.23333333333333334,False,label_window_recheck_required
system_specific_threshold,standard_common,extra_trees_depth5,fallback_0.4,0.47619047619047616,0.19230769230769232,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common,random_forest_depth3,fallback_0.4,0.4547619047619048,0.14285714285714285,0.2857142857142857,False,label_window_recheck_required
system_specific_threshold,standard_common,random_forest_depth3,fallback_0.5,0.4547619047619048,0.14285714285714285,0.2857142857142857,False,label_window_recheck_required
system_specific_threshold,standard_common,random_forest_depth3,fallback_0.6,0.4547619047619048,0.14285714285714285,0.2857142857142857,False,label_window_recheck_required
system_specific_threshold,standard_common,hist_gradient_boosting,fallback_0.4,0.46208791208791206,0.038461538461538464,0.2,False,label_window_recheck_required
system_specific_threshold,standard_common,hist_gradient_boosting,fallback_0.5,0.46208791208791206,0.038461538461538464,0.2,False,label_window_recheck_required
system_specific_threshold,standard_common,hist_gradient_boosting,fallback_0.6,0.4714285714285714,0.038461538461538464,0.2,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,extra_trees_depth3,fallback_0.4,0.5,0.2692307692307692,0.4307692307692308,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,extra_trees_depth3,fallback_0.5,0.5166666666666666,0.2692307692307692,0.4307692307692308,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,extra_trees_depth5,fallback_0.6,0.4380952380952381,0.14285714285714285,0.3230769230769231,False,label_window_recheck_required
system_specific_threshold,standard_common,lightgbm_depth3,fallback_0.4,0.48626373626373626,0.11538461538461539,0.3,False,label_window_recheck_required
system_specific_threshold,standard_common,lightgbm_depth3,fallback_0.5,0.48626373626373626,0.11538461538461539,0.3,False,label_window_recheck_required
system_specific_threshold,standard_common,lightgbm_depth3,fallback_0.6,0.48626373626373626,0.11538461538461539,0.3,False,label_window_recheck_required
system_aux_model,common13,extra_trees_depth3,heating_common_only@0.4,,0.6,0.8125,False,system_aux_model_not_locked
system_specific_threshold,standard_common,xgboost_depth3,fallback_0.4,0.40476190476190477,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common,xgboost_depth3,fallback_0.5,0.40476190476190477,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common,xgboost_depth3,fallback_0.6,0.40476190476190477,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,lightgbm_depth3,fallback_0.4,0.48626373626373626,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,lightgbm_depth3,fallback_0.5,0.48626373626373626,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,lightgbm_depth3,fallback_0.6,0.48626373626373626,0.11538461538461539,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,random_forest_depth5,fallback_0.6,0.4595141700404858,0.07692307692307693,0.3,False,label_window_recheck_required
system_aux_model,common13,hist_gradient_boosting,heating_common_only@0.4,,0.4,0.625,False,system_aux_model_not_locked
system_specific_threshold,standard_common_plus_system,extra_trees_depth5,fallback_0.4,0.4214285714285714,0.14285714285714285,0.36923076923076925,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,extra_trees_depth5,fallback_0.5,0.4380952380952381,0.14285714285714285,0.36923076923076925,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth3,fallback_0.6,0.5121457489878543,0.07692307692307693,0.30612244897959184,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth5,fallback_0.4,0.42380952380952386,0.047619047619047616,0.2857142857142857,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth5,fallback_0.5,0.44047619047619047,0.047619047619047616,0.2857142857142857,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth5,fallback_0.6,0.44047619047619047,0.047619047619047616,0.2857142857142857,False,label_window_recheck_required
system_aux_model,common13,dummy_most_frequent,dhw_storage_return@0.4,,0.0,0.25,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,dhw_storage_return@0.5,,0.0,0.25,False,system_aux_model_not_locked
system_aux_model,common13,dummy_most_frequent,dhw_storage_return@0.6,,0.0,0.25,False,system_aux_model_not_locked
system_aux_model,common13,hist_gradient_boosting,dhw_storage_return@0.5,,0.0,0.25,False,system_aux_model_not_locked
system_specific_threshold,standard_optional_dhw,random_forest_depth5,fallback_0.4,0.4595141700404858,0.07692307692307693,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,random_forest_depth5,fallback_0.5,0.4595141700404858,0.07692307692307693,0.3333333333333333,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,hist_gradient_boosting,fallback_0.4,0.4380952380952381,0.0,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,hist_gradient_boosting,fallback_0.5,0.4380952380952381,0.0,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,hist_gradient_boosting,fallback_0.6,0.4380952380952381,0.0,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,random_forest_depth3,fallback_0.6,0.42105263157894735,0.0,0.26666666666666666,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth3,fallback_0.4,0.4858299595141701,0.07692307692307693,0.3673469387755102,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,extra_trees_depth3,fallback_0.5,0.4858299595141701,0.07692307692307693,0.3673469387755102,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,random_forest_depth3,fallback_0.4,0.42105263157894735,0.0,0.3,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,random_forest_depth3,fallback_0.5,0.42105263157894735,0.0,0.3,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,xgboost_depth3,fallback_0.4,0.47500000000000003,0.08333333333333333,0.3877551020408163,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,xgboost_depth3,fallback_0.5,0.47500000000000003,0.08333333333333333,0.3877551020408163,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,xgboost_depth3,fallback_0.6,0.47500000000000003,0.08333333333333333,0.3877551020408163,False,label_window_recheck_required
system_aux_model,common13,hist_gradient_boosting,dhw_storage_return@0.4,,0.6,0.9166666666666666,False,system_aux_model_not_locked
system_specific_threshold,standard_common,random_forest_depth5,fallback_0.4,0.45714285714285713,0.38095238095238093,0.8,False,label_window_recheck_required
system_specific_threshold,standard_common,random_forest_depth5,fallback_0.5,0.45714285714285713,0.38095238095238093,0.8,False,label_window_recheck_required
system_specific_threshold,standard_common,random_forest_depth5,fallback_0.6,0.45714285714285713,0.38095238095238093,0.8,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,hist_gradient_boosting,fallback_0.4,0.4433198380566802,0.0,0.42105263157894735,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,hist_gradient_boosting,fallback_0.5,0.4433198380566802,0.0,0.42105263157894735,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,hist_gradient_boosting,fallback_0.6,0.4433198380566802,0.0,0.42105263157894735,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth3,fallback_0.6,0.4357142857142857,0.19047619047619047,0.6285714285714286,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth3,fallback_0.4,0.42142857142857143,0.19047619047619047,0.6571428571428571,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,random_forest_depth3,fallback_0.5,0.42142857142857143,0.19047619047619047,0.6571428571428571,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,logistic_balanced,fallback_0.4,0.5,0.5,1.0,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,logistic_balanced,fallback_0.5,0.5,0.5,1.0,False,label_window_recheck_required
system_specific_threshold,standard_optional_dhw,logistic_balanced,fallback_0.6,0.5,0.5,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common,logistic_balanced,fallback_0.4,0.5,0.4230769230769231,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common,logistic_balanced,fallback_0.5,0.5,0.4230769230769231,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common,logistic_balanced,fallback_0.6,0.5,0.4230769230769231,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,logistic_balanced,fallback_0.4,0.5,0.23076923076923078,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,logistic_balanced,fallback_0.5,0.5,0.23076923076923078,1.0,False,label_window_recheck_required
system_specific_threshold,standard_common_plus_system,logistic_balanced,fallback_0.6,0.5,0.23076923076923078,1.0,False,label_window_recheck_required
